名前,pokeID,dexID,育て方,ブースト,種族値,ランク,実数値
ストリンダー(ローなすがた),953,600,最遅,,75,0,72
タイレーツ,974,612,最遅,,75,0,72
ユキハミ,976,614,準速,,20,0,72
ガチグマ(あかつき),1014,644,無振,,52,0,72
タマンチュラ,1033,663,準速,,20,0,72
ワッカネズミ,1040,670,最遅,,75,0,72
グレンアルマ,1056,683,最遅,,75,0,72
シルシュルー,1064,691,最遅,,75,0,72
ガケガニ,1070,697,最遅,,75,0,72
スコヴィラン,1072,699,最遅,,75,0,72
ヒラヒナ,1075,702,最遅,,75,0,72
ナミイルカ,1083,710,最遅,,75,0,72
ドオー,1103,729,準速,,20,0,72
サナギラス,288,205,無振,,51,0,71
トロピウス,400,273,無振,,51,0,71
スカンプー,482,321,最遅,,74,0,71
ワルビル,613,405,最遅,,74,0,71
カジリガメ,937,586,最遅,,74,0,71
オラチフ,1062,689,無振,,51,0,71
ラフレシア,51,28,無振,,50,0,70
ベトベトン(原種),111,72,無振,,50,0,70
ベトベトン(アローラのすがた),112,73,無振,,50,0,70
ラッキー,141,95,無振,,50,0,70
ミニリュウ,182,121,無振,,50,0,70
ホーホー,199,138,無振,,50,0,70
キレイハナ,218,150,無振,,50,0,70
マリルリ,220,152,無振,,50,0,70
ハネッコ,223,155,無振,,50,0,70
ウリムー,260,187,無振,,50,0,70
イノムー,261,188,無振,,50,0,70
ドンファン,273,195,無振,,50,0,70
ヌマクロー,300,214,無振,,50,0,70
ハスブレロ,314,219,無振,,50,0,70
キルリア,324,227,無振,,50,0,70
ハリテヤマ,340,237,無振,,50,0,70
ヤミラミ,345,240,無振,,50,0,70
チルット,376,259,無振,,50,0,70
ユキワラシ,404,275,無振,,50,0,70
タツベイ,414,278,無振,,50,0,70
コモルー,415,279,無振,,50,0,70
メタング,418,282,無振,,50,0,70
ポッタイシ,440,294,無振,,50,0,70
グレッグル,501,336,無振,,50,0,70
シビルドン,672,431,無振,,50,0,70
ツンベアー,682,439,無振,,50,0,70
テールナー,731,468,最遅,,73,0,70
カラマネロ,767,490,最遅,,73,0,70
メレシー,783,498,無振,,50,0,70
ディアンシー,810,512,無振,,50,0,70
オシャマリ,822,523,無振,,50,0,70
トロッゴン,941,588,無振,,50,0,70
ヤバチャ,958,601,無振,,50,0,70
ベロバー,963,606,無振,,50,0,70
ニャイキング,967,609,無振,,50,0,70
コオリッポ(アイスフェイス),979,617,無振,,50,0,70
ガチグマ(通常),1013,643,無振,,50,0,70
クワッス,1027,657,無振,,50,0,70
カプサイジ,1071,698,無振,,50,0,70
ハルクジラ,1096,722,最遅,,73,0,70
ドドゲザン,1107,732,無振,,50,0,70
テツノカイナ,1116,741,無振,,50,0,70
チャデス,1139,761,無振,,50,0,70
シシコ,745,479,最遅,,72,0,69
アマージョ,862,557,最遅,,72,0,69
テブリム,961,604,無振,,49,0,69
ダクマ,1000,632,最遅,,72,0,69
アチゲータ,1025,655,無振,,49,0,69
テツノイバラ,1119,744,最遅,,72,0,69
メタモン,164,108,無振,,48,0,68
ナックラー,371,254,最速,,10,0,68
ドンカラス,478,319,最遅,,71,0,68
ウソハチ,486,325,最速,,10,0,68
ズルッグ,624,407,無振,,48,0,68
ケロマツ,733,470,最遅,,71,0,68
サダイジャ,947,594,最遅,,71,0,68
コレクレー(はこフォルム),1124,748,最速,,10,0,68
マンキー,67,40,最遅,,70,0,67
ニョロボン,75,48,最遅,,70,0,67
ウツボット,84,51,最遅,,70,0,67
メノクラゲ,85,52,最遅,,70,0,67
ヤドン(原種),97,60,準速,,15,0,67
ヤドン(ガラルのすがた),98,61,準速,,15,0,67
レアコイル,102,65,最遅,,70,0,67
ジュゴン,108,69,最遅,,70,0,67
パルシェン,114,75,最遅,,70,0,67
ハクリュー,183,122,最遅,,70,0,67
ヨルノズク,200,139,最遅,,70,0,67
ピィ,209,145,準速,,15,0,67
ププリン,210,146,準速,,15,0,67
ニョロトノ,222,154,最遅,,70,0,67
ウパー(パルデアのすがた),231,162,準速,,15,0,67
クヌギダマ,242,171,準速,,15,0,67
エアームド,268,190,最遅,,70,0,67
カポエラー,278,200,最遅,,70,0,67
キモリ,293,207,最遅,,70,0,67
グラエナ,303,217,最遅,,70,0,67
ルンパッパ,315,220,最遅,,70,0,67
キノガッサ,329,232,最遅,,70,0,67
ビブラーバ,372,255,最遅,,70,0,67
メタグロス,419,283,最遅,,70,0,67
レントラー,451,303,最遅,,70,0,67
ミツハニー,463,308,最遅,,70,0,67
フワンテ,473,316,最遅,,70,0,67
カバルドン,498,335,無振,,47,0,67
ダイケンキ(原種),560,385,最遅,,70,0,67
ゾロア(ヒスイのすがた),637,410,最遅,,70,0,67
タマゲタケ,658,425,準速,,15,0,67
キリキザン,694,446,最遅,,70,0,67
フーパ(いましめられしフーパ),811,513,最遅,,70,0,67
ボルケニオン,813,514,最遅,,70,0,67
ジュナイパー(原種),816,517,最遅,,70,0,67
ニャビー,818,519,最遅,,70,0,67
スナバァ,868,561,準速,,15,0,67
メッソン,919,577,最遅,,70,0,67
アップリュー,944,591,最遅,,70,0,67
ポットデス,959,602,最遅,,70,0,67
ギモー,964,607,最遅,,70,0,67
バチンウニ,975,613,準速,,15,0,67
イシヘンジン,978,616,最遅,,70,0,67
カイデン,1060,687,最遅,,70,0,67
ノノクラゲ,1068,695,最遅,,70,0,67
ブロロン,1086,712,無振,,47,0,67
ミガルーサ,1097,723,最遅,,70,0,67
チオンジェン,1126,750,最遅,,70,0,67
ヤバソチャ,1140,762,最遅,,70,0,67
アゴジムシ,829,530,無振,,46,0,66
ヒバニー,916,574,最遅,,69,0,66
スナヘビ,946,593,無振,,46,0,66
ラブトロス(れいじゅうフォルム),1020,650,無振,,46,0,66
フシギダネ,0,0,無振,,45,0,65
プクリン,46,25,無振,,45,0,65
コンパン,54,29,無振,,45,0,65
ゴローニャ(原種),91,58,無振,,45,0,65
ゴローニャ(アローラのすがた),92,59,無振,,45,0,65
コイル,101,64,無振,,45,0,65
パウワウ,107,68,無振,,45,0,65
ナッシー(アローラのすがた),129,87,無振,,45,0,65
チコリータ,187,126,無振,,45,0,65
モココ,216,148,無振,,45,0,65
ノコッチ,244,173,無振,,45,0,65
グランブル,248,176,無振,,45,0,65
アチャモ,296,210,無振,,45,0,65
カゲボウズ,396,269,無振,,45,0,65
コリンク,449,301,無振,,45,0,65
リーシャン,481,320,無振,,45,0,65
ヨノワール,525,355,無振,,45,0,65
ポカブ,555,380,無振,,45,0,65
ミジュマル,558,383,無振,,45,0,65
モグリュー,587,389,最遅,,68,0,65
ローブシン,592,393,無振,,45,0,65
ゴチム,642,415,無振,,45,0,65
ゴーゴート,751,485,最遅,,68,0,65
ニャスパー,755,486,最遅,,68,0,65
マーイーカ,766,489,無振,,45,0,65
ヤングース,827,528,無振,,45,0,65
デカグース,828,529,無振,,45,0,65
ヒドイデ,846,545,無振,,45,0,65
ドロバンコ,848,547,無振,,45,0,65
ラランテス,853,552,無振,,45,0,65
ジャラコ,882,567,無振,,45,0,65
マメバッタ,1035,665,無振,,45,0,65
ズピカ,1058,685,無振,,45,0,65
ハラバリー,1059,686,無振,,45,0,65
ベラカス,1074,701,無振,,45,0,65
ハカドッグ,1093,719,最遅,,68,0,65
ディンルー,1128,752,無振,,45,0,65
スリーパー,120,80,最遅,,67,0,64
チョンチー,206,142,最遅,,67,0,64
ランターン,207,143,最遅,,67,0,64
オノンド,679,436,最遅,,67,0,64
ドラミドロ,771,492,無振,,44,0,64
ウデッポウ,772,493,無振,,44,0,64
アーマーガア,926,584,最遅,,67,0,64
カムカメ,936,585,無振,,44,0,64
ヒトカゲ,3,3,最遅,,65,0,63
ゼニガメ,6,6,無振,,43,0,63
サンドパン(原種),31,16,最遅,,65,0,63
サンドパン(アローラのすがた),32,17,最遅,,65,0,63
ロコン(原種),41,20,最遅,,65,0,63
ロコン(アローラのすがた),42,21,最遅,,65,0,63
シャワーズ,166,110,最遅,,65,0,63
ブースター,168,112,最遅,,65,0,63
ヒノアラシ,190,129,最遅,,65,0,63
ワニノコ,194,133,無振,,43,0,63
ブラッキー,234,165,最遅,,65,0,63
ハッサム,251,179,最遅,,65,0,63
デルビル,269,191,最遅,,65,0,63
ペリッパー,322,225,最遅,,65,0,63
アメタマ,326,229,最遅,,65,0,63
ハブネーク,379,262,最遅,,65,0,63
ジュペッタ,397,270,最遅,,65,0,63
チリーン,401,274,最遅,,65,0,63
コロトック,448,300,最遅,,65,0,63
ケイコウオ,504,338,最遅,,66,0,63
グレイシア,519,349,最遅,,65,0,63
エンブオー,557,382,最遅,,65,0,63
モンメン,604,397,最遅,,66,0,63
メグロコ,612,404,最遅,,65,0,63
ゾロア(原種),636,409,最遅,,65,0,63
ゴチルゼル,644,417,最遅,,65,0,63
ママンボウ,662,427,最遅,,65,0,63
コジョフー,688,441,最遅,,65,0,63
ウォーグル(ヒスイのすがた),698,449,最遅,,65,0,63
ツツケラ,824,525,最遅,,65,0,63
クワガノン,831,532,無振,,43,0,63
ケケンカニ,833,534,無振,,43,0,63
ネッコアラ,875,564,最遅,,65,0,63
ジャランゴ,883,568,最遅,,65,0,63
マギアナ,904,570,最遅,,65,0,63
サルノリ,913,571,最遅,,65,0,63
サシカマス,949,596,最遅,,66,0,63
モスノウ,977,615,最遅,,65,0,63
アヤシシ,1011,641,最遅,,65,0,63
ニャオハ,1021,651,最遅,,65,0,63
ラウドボーン,1026,656,最遅,,66,0,63
ウェルカモ,1028,658,最遅,,65,0,63
パフュートン(オスのすがた),1031,661,最遅,,65,0,63
パフュートン(メスのすがた),1032,662,最遅,,65,0,63
パピモッチ,1043,673,最遅,,65,0,63
ミミズズ,1089,715,最遅,,65,0,63
アルクジラ,1095,721,無振,,43,0,63
スリープ,119,79,無振,,42,0,62
ナックラー,371,254,準速,,10,0,62
ウソハチ,486,325,準速,,10,0,62
フカマル,491,328,無振,,42,0,62
ゴンベ,494,331,最速,,5,0,62
クルミル,598,394,無振,,42,0,62
クルマユ,599,395,無振,,42,0,62
ブリガロン,729,466,最遅,,64,0,62
フラベベ,747,481,無振,,42,0,62
モクロー,814,515,無振,,42,0,62
オニシズクモ,851,550,無振,,42,0,62
マホイップ,973,611,最遅,,64,0,62
コレクレー(はこフォルム),1124,748,準速,,10,0,62
ヨーギラス,287,204,無振,,41,0,61
ツタージャ,552,377,最遅,,63,0,61
マケンカニ,832,533,最遅,,63,0,61
サンド(原種),29,14,無振,,40,0,60
サンド(アローラのすがた),30,15,無振,,40,0,60
クサイハナ,50,27,無振,,40,0,60
マダツボミ,82,49,無振,,40,0,60
シェルダー,113,74,無振,,40,0,60
タマタマ,127,85,無振,,40,0,60
サイドン,140,94,無振,,40,0,60
ポリゴン,169,113,無振,,40,0,60
アリアドス,204,141,無振,,40,0,60
マリル,219,151,無振,,40,0,60
フォレトス,243,172,無振,,40,0,60
ヒメグマ,256,183,無振,,40,0,60
ゴマゾウ,272,194,無振,,40,0,60
ミズゴロウ,299,213,無振,,40,0,60
ラルトス,323,226,無振,,40,0,60
ゴクリン,359,247,無振,,40,0,60
バクーダ,366,250,無振,,40,0,60
ポッチャマ,439,293,無振,,40,0,60
ビークイン,464,309,無振,,40,0,60
ユキカブリ,507,340,無振,,40,0,60
ドサイドン,512,344,無振,,40,0,60
ダイノーズ,524,354,無振,,40,0,60
ドテッコツ,591,392,無振,,40,0,60
シビビール,671,430,無振,,40,0,60
クマシュン,681,438,無振,,40,0,60
ヤヤコマ,739,473,最遅,,62,0,60
ヌメラ,784,499,無振,,40,0,60
ヌメイル(ヒスイのすがた),786,501,無振,,40,0,60
アシマリ,821,522,無振,,40,0,60
アママイコ,861,556,最遅,,62,0,60
エレズン,951,598,無振,,40,0,60
ゾウドウ,984,621,無振,,40,0,60
セゴール,1121,746,最遅,,62,0,60
カミッチュ,1138,760,無振,,40,0,60
バンギラス,289,206,最遅,,61,0,59
ヒコザル,436,290,最遅,,61,0,59
トリトドン,471,314,無振,,39,0,59
ミブリム,960,603,無振,,39,0,59
オリーヴァ,1047,677,無振,,39,0,59
フシギソウ,1,1,最遅,,60,0,58
ピクシー,40,19,最遅,,60,0,58
ガーディ(原種),69,42,最遅,,60,0,58
マタドガス(原種),137,91,最遅,,60,0,58
マタドガス(ガラルのすがた),138,92,最遅,,60,0,58
タッツー,144,96,最遅,,60,0,58
ラプラス,163,107,最遅,,60,0,58
ベイリーフ,188,127,最遅,,60,0,58
ピチュー,208,144,最遅,,60,0,58
ポリゴン2,274,196,最遅,,60,0,58
ラグラージ,301,215,最遅,,60,0,58
コノハナ,317,222,最遅,,60,0,58
アサナン,350,241,最遅,,60,0,58
バネブー,368,252,最遅,,60,0,58
ドジョッチ,382,263,最遅,,60,0,58
ナマズン,383,264,最遅,,60,0,58
エンペルト,441,295,最遅,,60,0,58
ムックル,442,296,最遅,,60,0,58
ルクシオ,450,302,最遅,,60,0,58
リオル,495,332,最遅,,60,0,58
ユキノオー,508,341,最遅,,60,0,58
ジバコイル,510,343,最遅,,60,0,58
フタチマル,559,384,最遅,,60,0,58
シビシラス,670,429,最遅,,60,0,58
コマタナ,693,445,最遅,,60,0,58
ワシボン,696,447,最遅,,60,0,58
バルチャイ,699,450,最遅,,60,0,58
モノズ,703,452,無振,,38,0,58
メラルバ,706,455,最遅,,60,0,58
ハリマロン,727,464,無振,,38,0,58
フォッコ,730,467,最遅,,60,0,58
ニンフィア,780,495,最遅,,60,0,58
ヌメイル(原種),785,500,最遅,,60,0,58
ヌメルゴン(ヒスイのすがた),788,503,最遅,,60,0,58
ボクレー,790,505,無振,,38,0,58
クレベース(ヒスイのすがた),802,509,無振,,38,0,58
ジュナイパー(ヒスイのすがた),817,518,最遅,,60,0,58
ガオガエン,820,521,最遅,,60,0,58
アシレーヌ,823,524,最遅,,60,0,58
ドデカバシ,826,527,最遅,,60,0,58
イワンコ,840,541,最遅,,60,0,58
ヤレユータン,864,559,最遅,,60,0,58
オーロンゲ,965,608,最遅,,60,0,58
パモ,1037,667,最遅,,60,0,58
アノクサ,1066,693,最遅,,60,0,58
キラーメ,1090,716,最遅,,60,0,58
リキキリン,1104,730,最遅,,60,0,58
テラパゴス,1148,770,最速,,1,0,58
ブリジュラス,1149,771,最速,,1,0,58
タケルライコ,1150,772,最速,,1,0,58
テツノカシラ,1151,773,最速,,1,0,58
ゴンベ,494,331,準速,,5,0,57
ブロスター,773,494,最遅,,59,0,57
カメール,7,7,最遅,,58,0,56
アリゲイツ,195,134,最遅,,58,0,56
ハヤシガメ,434,288,無振,,36,0,56
ズガイドス,454,304,最遅,,58,0,56
ラムパルド,455,305,最遅,,58,0,56
ズルズキン,625,408,最遅,,58,0,56
ジヘッド,704,453,最遅,,58,0,56
デンヂムシ,830,531,無振,,36,0,56
ホゲータ,1024,654,無振,,36,0,56
カヌチャン,1077,704,最遅,,58,0,56
ピッピ,39,18,無振,,35,0,55
ゴローン(原種),89,56,無振,,35,0,55
ゴローン(アローラのすがた),90,57,無振,,35,0,55
ドガース,136,90,無振,,35,0,55
メリープ,215,147,無振,,35,0,55
ヌオー,232,163,無振,,35,0,55
バルキー,277,199,無振,,35,0,55
ポチエナ,302,216,無振,,35,0,55
キノココ,328,231,無振,,35,0,55
ドンメル,365,249,無振,,35,0,55
サボネア,374,257,無振,,35,0,55
ヘイガニ,384,265,無振,,35,0,55
ミカルゲ,490,327,無振,,35,0,55
ドッコラー,590,391,無振,,35,0,55
キバゴ,678,435,最遅,,57,0,55
ゴビット,691,443,無振,,35,0,55
ハリボーグ,728,465,最遅,,57,0,55
コフキムシ,742,476,無振,,35,0,55
ドヒドイデ,847,546,無振,,35,0,55
バンバドロ,849,548,無振,,35,0,55
カリキリ,852,551,無振,,35,0,55
シロデスナ,869,562,無振,,35,0,55
ココガラ,924,582,最遅,,57,0,55
グルトン,1030,660,無振,,35,0,55
ワナイダー,1034,664,無振,,35,0,55
ジオヅム,1053,680,無振,,35,0,55
キョジオーン,1054,681,無振,,35,0,55
カルボウ,1055,682,無振,,35,0,55
ヘイラッシャ,1098,724,無振,,35,0,55
アーボ,24,9,最遅,,55,0,54
コダック,65,38,最遅,,55,0,54
ガーディ(ヒスイのすがた),70,43,最遅,,55,0,54
ウツドン,83,50,最遅,,55,0,54
ナッシー(原種),128,86,最遅,,55,0,54
イーブイ,165,109,最遅,,55,0,54
デンリュウ,217,149,最遅,,55,0,54
リングマ,257,184,最遅,,55,0,54
ハピナス,283,203,最遅,,55,0,54
ワカシャモ,297,211,最遅,,55,0,54
マルノーム,360,248,最遅,,55,0,54
ノクタス,375,258,最遅,,55,0,54
シザリガー,385,266,最遅,,55,0,54
ドダイトス,435,289,最遅,,56,0,54
カラナクシ,470,313,無振,,34,0,54
チャオブー,556,381,最遅,,55,0,54
ゴチミル,643,416,最遅,,55,0,54
コアルヒー,648,421,最遅,,55,0,54
ランプラー,676,433,最遅,,55,0,54
ゴルーグ,692,444,最遅,,55,0,54
オーロット,791,506,最遅,,56,0,54
オンバット,803,510,最遅,,55,0,54
マホミル,972,610,無振,,34,0,54
ボチ,1092,718,無振,,34,0,54
ノココッチ(ふたふしフォルム),1105,731,最遅,,55,0,54
アラブルタケ,1110,735,最遅,,55,0,54
セビエ,1120,745,最遅,,55,0,54
ドータクン,485,324,無振,,33,0,53
オリーニョ,1046,676,無振,,33,0,53
テラパゴス,1148,770,準速,,1,0,53
ブリジュラス,1149,771,準速,,1,0,53
タケルライコ,1150,772,準速,,1,0,53
テツノカシラ,1151,773,準速,,1,0,53
ヒポポタス,497,334,無振,,32,0,52
アマカジ,860,555,無振,,32,0,52
ナエトル,433,287,無振,,31,0,51
フラエッテ,748,482,最遅,,52,0,51
メェークル,750,484,最遅,,52,0,51
フクスロー,815,516,最遅,,52,0,51
ガチグマ(あかつき),1014,644,最遅,,52,0,51
ナゾノクサ,49,26,無振,,30,0,50
ヤドラン(原種),99,62,無振,,30,0,50
ヤドラン(ガラルのすがた),100,63,無振,,30,0,50
カビゴン,175,114,無振,,30,0,50
イトマル,203,140,無振,,30,0,50
ウソッキー,221,153,無振,,30,0,50
ヒマナッツ,227,159,無振,,30,0,50
キマワリ,228,160,無振,,30,0,50
ヤドキング(原種),236,167,無振,,30,0,50
ヤドキング(ガラルのすがた),237,168,無振,,30,0,50
ブルー,247,175,無振,,30,0,50
マグカルゴ,259,186,無振,,30,0,50
サナギラス,288,205,最遅,,51,0,50
ハスボー,313,218,無振,,30,0,50
タネボー,316,221,無振,,30,0,50
ナマケロ,330,233,無振,,30,0,50
ノズパス,342,239,無振,,30,0,50
トロピウス,400,273,最遅,,51,0,50
ダンバル,417,281,無振,,30,0,50
タテトプス,456,306,無振,,30,0,50
トリデプス,457,307,無振,,30,0,50
ピンプク,488,326,無振,,30,0,50
チュリネ,606,399,無振,,30,0,50
ダブラン,646,419,無振,,30,0,50
ランクルス,647,420,無振,,30,0,50
モロバレル,659,426,無振,,30,0,50
クズモー,770,491,無振,,30,0,50
タンドン,940,587,無振,,30,0,50
