ID,全国,名前,フォルム,GEN,FID,RID,TID,IID,名前(フォルム),タイプ1,,タイプ2,,HP,攻撃,防御,特攻,特防,素早,合計,とくせい1,とくせい2,夢特性,重さ(kg),スプライト名,スプライトID,アイコンID,アイコン名
1009,0898,バドレックス,こくばじょうのすがた,8,12,00,00,a,バドレックス(こくばじょうのすがた),エスパー,psychic,ゴースト,ghost,100,85,80,165,100,150,680,じんばいったい,,,53.6,,,14Dzr3vanlusUMV6oHeHUAdhyeRrpT3Rn,Pokémon-Icon_898a
1010,0898,バドレックス,はくばじょうのすがた,8,13,00,00,b,バドレックス(はくばじょうのすがた),エスパー,psychic,こおり,ice,100,165,150,85,130,50,680,じんばいったい,,,809.1,,,12vPH9ikiSfi6ZrkhiidFUpG1rw-t6lcr,Pokémon-Icon_898b
1011,0899,アヤシシ,,8.5,00,00,00,,アヤシシ,ノーマル,normal,エスパー,psychic,103,105,72,105,75,65,525,いかく,おみとおし,そうしょく,95.1,,,16J5Wj3-zEakl0mVAQKXE_1by5YkfV2OK,Pokémon-Icon_899
1012,0900,バサギリ,,8.5,00,00,00,,バサギリ,むし,bug,いわ,rock,70,130,95,45,75,85,500,むしのしらせ,ちからずく,きれあじ,89,,,1LW4r6mjUu0f7owTp3ll2P73oCSK1hU72,Pokémon-Icon_900
1013,0901,ガチグマ,通常,8.5,00,00,00,,ガチグマ(通常),じめん,ground,ノーマル,normal,130,140,105,45,80,50,550,こんじょう,ぼうだん,きんちょうかん,290,,,1s0F2UxuMYy18Om_zKfc8ibJv0M0hlmpC,Pokémon-Icon_901
1014,0901,ガチグマ,あかつき,9,00,00,00,a,ガチグマ(あかつき),じめん,ground,ノーマル,normal,113,70,120,135,65,52,555,しんがん,,,333,,,,Pokémon-Icon_901a
1015,0902,イダイトウ,オスのすがた,8.5,11,00,00,,イダイトウ(オスのすがた),みず,water,ゴースト,ghost,120,112,65,80,75,78,530,すいすい,てきおうりょく,かたやぶり,110,,,1lCKX4oR1z5N21EnLXRBOuNxLy4ldloMr,Pokémon-Icon_902
1016,0902,イダイトウ,メスのすがた,8.5,12,00,00,a,イダイトウ(メスのすがた),みず,water,ゴースト,ghost,120,92,65,100,75,78,530,すいすい,てきおうりょく,かたやぶり,110,,,17Vc2HMaQynNIbmyHYAFGlI1OUVRnoGhj,Pokémon-Icon_902a
1017,0903,オオニューラ,,8.5,00,00,00,,オオニューラ,かくとう,fighting,どく,poison,80,130,60,40,80,120,510,プレッシャー,かるわざ,どくしゅ,43,,,1ukirOhDr8blvSf4SxpR26zBYqL1z55pb,Pokémon-Icon_903
1018,0904,ハリーマン,,8.5,00,00,00,,ハリーマン,あく,dark,どく,poison,85,115,95,65,65,85,510,どくのトゲ,すいすい,いかく,60.5,pm1010_00_00_00,1eFKe6ZqpgqC0UKLTqUE6N_QmcbuqLG9r,1wR48UHjT_du_JjRg5XU6gKRxytdJdBMt,Pokémon-Icon_904
1019,0905,ラブトロス,けしんフォルム,8.5,11,00,00,,ラブトロス(けしんフォルム),フェアリー,fairy,ひこう,flying,74,115,70,135,80,106,580,メロメロボディ,,あまのじゃく,48,pm1011_00_00_00,1BbarzlsxFqflnZVeccimdKxZOrP70ye5,1y7IbuaSngSIsX3-LoE-xwfDgpHAkjp1n,Pokémon-Icon_905
1020,0905,ラブトロス,れいじゅうフォルム,8.5,12,00,00,a,ラブトロス(れいじゅうフォルム),フェアリー,fairy,ひこう,flying,74,115,110,135,100,46,580,ぼうじん,,,48,pm1012_00_00_00,17hcg3nA-B2kAPEKcqW7bmN5qcnR4jw-1,1rkCqW_OboKdY-ZesT0QuRAByaZKO6ii3,Pokémon-Icon_905a
1021,0906,ニャオハ,,9,00,00,00,,ニャオハ,くさ,grass,なし,none,40,61,54,45,45,65,310,しんりょく,,へんげんじざい,4.1,pm1013_00_00_00,1K1qplm_2MBQatTKu_A0Ms9cYn-PUJ8nF,1_noUKecMQGeiu5LgzBsbcRCDifSD_mjJ,Pokémon-Icon_906
1022,0907,ニャローテ,,9,00,00,00,,ニャローテ,くさ,grass,なし,none,61,80,63,60,63,83,410,しんりょく,,へんげんじざい,12.2,pm1014_00_00_00,1O64BeBZU0VCgnTgrWn5iswbvLupcbaja,1QJ_CFTLLmVlrJzb0NbhA-i312HfUQlH0,Pokémon-Icon_907
1023,0908,マスカーニャ,,9,00,00,00,,マスカーニャ,くさ,grass,あく,dark,76,110,70,81,70,123,530,しんりょく,,へんげんじざい,31.2,pm1015_00_00_00,1vz-PpdV1qCYE2Gn9OtVCYNMdvt2ZL8o2,13vUHZSKmepTJCHmUQm6-OptB9grAIVG2,Pokémon-Icon_908
1024,0909,ホゲータ,,9,00,00,00,,ホゲータ,ほのお,fire,なし,none,67,45,59,63,40,36,310,もうか,,てんねん,9.8,pm1016_00_00_00,14jBgnv3ovk5DtXXWM_u2LyWqZm_UF-mh,1oujfdN9ly81oPsA-LmsJDbrZ-eYPErhZ,Pokémon-Icon_909
1025,0910,アチゲータ,,9,00,00,00,,アチゲータ,ほのお,fire,なし,none,81,55,78,90,58,49,411,もうか,,てんねん,30.7,pm1017_00_00_00,1UPLlrL58IHwJNINUb2ADDEPnUeBr8sxd,1opP_ijLzYCtetszbIaLDmINljxN_7h9I,Pokémon-Icon_910
1026,0911,ラウドボーン,,9,00,00,00,,ラウドボーン,ほのお,fire,ゴースト,ghost,104,75,100,110,75,66,530,もうか,,てんねん,326.5,pm1018_00_00_00,1gTPgcEVu_io8JTOnZ-5FlqA9-1B4LUYZ,1ikRPZLK0KmJqZj9CjQdlfzKU_UY5V2W8,Pokémon-Icon_911
1027,0912,クワッス,,9,00,00,00,,クワッス,みず,water,なし,none,55,65,45,50,45,50,310,げきりゅう,,じしんかじょう,6.1,pm1019_00_00_00,15GJJ373LtATrKDXtEulwK3hRiLIzQ96Y,1spOn_57WGCJRISqgMiCW5vm_mK17JsPG,Pokémon-Icon_912
1028,0913,ウェルカモ,,9,00,00,00,,ウェルカモ,みず,water,なし,none,70,85,65,65,60,65,410,げきりゅう,,じしんかじょう,21.5,pm1020_00_00_00,1hiBdxrhh4RAV4Fv3Jue4bSKAC8RnLe-V,1YRBZEmVRJ193-4r09850f9NsImQ9eevG,Pokémon-Icon_913
1029,0914,ウェーニバル,,9,00,00,00,,ウェーニバル,みず,water,かくとう,fighting,85,120,80,85,75,85,530,げきりゅう,,じしんかじょう,61.9,pm1020_00_00_00,1hiBdxrhh4RAV4Fv3Jue4bSKAC8RnLe-V,1lLnWZ-J16FS6fWXaa-jAeD5kf2kFDVgm,Pokémon-Icon_914
1030,0915,グルトン,,9,00,00,00,,グルトン,ノーマル,normal,なし,none,54,45,40,35,45,35,254,アロマベール,くいしんぼう,あついしぼう,10.2,pm1022_00_00_00,1U0iiDEA8XxuUlidxIBMHyjEVNbtoMh41,1u-5NMiZIjw2LtDDCv7PbfDypiw70V_kR,Pokémon-Icon_915
1031,0916,パフュートン,オスのすがた,9,11,00,00,,パフュートン(オスのすがた),ノーマル,normal,なし,none,110,100,75,59,80,65,489,とれないにおい,くいしんぼう,あついしぼう,120,pm1023_00_00_00,1_qPMd5NtFdytpA0t7UHgq9hYsbUuuQW4,1eIL64NJs47Bzuo7iUja1jLogmKL2Ius7,Pokémon-Icon_916
1032,0916,パフュートン,メスのすがた,9,12,00,00,a,パフュートン(メスのすがた),ノーマル,normal,なし,none,115,90,70,59,90,65,489,アロマベール,くいしんぼう,あついしぼう,120,pm1024_00_00_00,1lh1V-AfAxONRiAxB3YBFSZJMjDNdU6Vc,1lbdFQXISIUftZYKW1xRTs0oE34QiLIPA,Pokémon-Icon_916a
1033,0917,タマンチュラ,,9,00,00,00,,タマンチュラ,むし,bug,なし,none,35,41,45,29,40,20,210,ふみん,,はりこみ,4,pm1025_00_00_00,1GFoXskhngI8T6E-_JIDz11gUK5DuR72r,1PYINU6muxeJnoIuIVprpVSAys2T2_bFh,Pokémon-Icon_917
1034,0918,ワナイダー,,9,00,00,00,,ワナイダー,むし,bug,なし,none,60,79,92,52,86,35,404,ふみん,,はりこみ,16.5,pm1058_00_00_00,1jJ9FKKrwtMsO046JSZnRZu0DQH8MSA03,1BN8RVdWMXszWJYEUnxvVRhWavN8ljai_,Pokémon-Icon_918
1035,0919,マメバッタ,,9,00,00,00,,マメバッタ,むし,bug,なし,none,33,46,40,21,25,45,210,むしのしらせ,,いろめがね,1,pm1059_00_00_00,1JRrpcAdvHZTVhQlxNipubdZMppyp7xhU,1GLwe88xY-UlMsLMPYaokZ4ZkCw_-6X7_,Pokémon-Icon_919
1036,0920,エクスレッグ,,9,00,00,00,,エクスレッグ,むし,bug,あく,dark,71,102,78,52,55,92,450,むしのしらせ,,いろめがね,17.5,pm1060_00_00_00,1BEujoM2MqRjf0W24wHFukJcQesvZ8dla,18aB3tDkSIiV4f8x2ZG_JWspjEP97wayf,Pokémon-Icon_920
1037,0921,パモ,,9,00,00,00,,パモ,でんき,electric,なし,none,45,50,20,40,25,60,240,せいでんき,しぜんかいふく,てつのこぶし,2.5,pm1113_00_51_00,1OLwAnJbT0PevnbjZD_4gsEIuZ9ppz1Zq,1yMNlGqlErP4QoTWJLzFIvStLRkz4IIZa,Pokémon-Icon_921
1038,0922,パモット,,9,00,00,00,,パモット,でんき,electric,かくとう,fighting,60,75,40,50,40,85,350,ちくでん,しぜんかいふく,てつのこぶし,6.5,pm0128_11_51_00,1q8rCjpsFSUFKVRlMxKeF0oyguhfCuHjt,1f3sAKic04sqH0ZwJqnFxnx1GHu9XSob9,Pokémon-Icon_922
1039,0923,パーモット,,9,00,00,00,,パーモット,でんき,electric,かくとう,fighting,70,115,70,70,60,105,490,ちくでん,しぜんかいふく,てつのこぶし,41,pm0128_12_51_00,1vUEQWHka0OukW6q9t8s1E4_FtDboy361,1kpim1LEuN15rojtAnpf7h8YFl9Qr8d5v,Pokémon-Icon_923
1040,0924,ワッカネズミ,,9,00,00,00,,ワッカネズミ,ノーマル,normal,なし,none,50,50,45,40,45,75,305,にげあし,ものひろい,マイペース,1.8,pm1049_00_00_00,1Rub0sQI9HuE3vtlqx_D66v-MY3nHTueq,1TLkTfkUVjJLYy6K-mKVs_WnEQvSMpwiD,Pokémon-Icon_924
1041,0925,イッカネズミ,3びきかぞく,9,11,00,00,,イッカネズミ(3びきかぞく),ノーマル,normal,なし,none,74,75,70,65,75,111,470,フレンドガード,ほおぶくろ,テクニシャン,2.3,pm1050_11_00_00,17zhtgLDF0HH3W4PtEtavNP-a7s6uAY_F,1cvKu6M1Qutmhq15mPzIl3wfAgMfxYrGR,Pokémon-Icon_925
1042,0925,イッカネズミ,4ひきかぞく,9,12,00,00,a,イッカネズミ(4ひきかぞく),ノーマル,normal,なし,none,74,75,70,65,75,111,470,フレンドガード,ほおぶくろ,テクニシャン,2.8,pm1050_12_00_00,14YxucBE4iUSZdGCrh3xJrF0qKt8iT4xd,1s9sEvmZzi7Piz57vwt-RUOQm14wtjM4R,Pokémon-Icon_925a
1043,0926,パピモッチ,,9,00,00,00,,パピモッチ,フェアリー,fairy,フェアリー,fairy,37,55,70,30,55,65,312,マイペース,マイペース,ぶきよう,10.9,pm1074_00_00_00,1GF_TF5APpCr4csNmTGZejCpfqZ7-Dwpk,1Z26I-y0lUL5ZHJwIX43TuXwtOslkJi7J,Pokémon-Icon_926
1044,0927,バウッツェル,,9,00,00,00,,バウッツェル,フェアリー,fairy,フェアリー,fairy,57,80,115,50,80,95,477,こんがりボディ,こんがりボディ,アロマベール,14.9,pm1075_00_00_00,1AMJp0Q8JkhCI7ykj2KOB1Uu9eovEeuFi,1re38LK7PuJ5t6AR9jO0BwzTDRfoGkc5G,Pokémon-Icon_927
1045,0928,ミニーブ,,9,00,00,00,,ミニーブ,くさ,grass,ノーマル,normal,41,35,45,58,51,30,260,はやおき,はやおき,しゅうかく,6.5,pm1039_00_00_00,1c8MjjkO6XS2HF4myDsmQKr9wLIJNS2uD,1_dE8uydiSOI4cswoITJ8DAaUU1aqDuLg,Pokémon-Icon_928
1046,0929,オリーニョ,,9,00,00,00,,オリーニョ,くさ,grass,ノーマル,normal,52,53,60,78,78,33,354,はやおき,はやおき,しゅうかく,11.9,pm1040_00_00_00,1S2DhRRJgwS7alJyig9WbQh-cKjcBVk_H,1lPmCiEAXBbUP6r28urr_cqTes1ta71Ta,Pokémon-Icon_929
1047,0930,オリーヴァ,,9,00,00,00,,オリーヴァ,くさ,grass,ノーマル,normal,78,69,90,125,109,39,510,こぼれダネ,こぼれダネ,しゅうかく,48.2,pm1041_00_00_00,1r9Mct0WebUr308k5rQoEeccPoht6EaBN,11wh3m_641BrdBXBSLGIXA2Gjv4ORkmcO,Pokémon-Icon_930
1048,0931,イキリンコ,イエローフェザー,9,13,00,00,b,イキリンコ(イエローフェザー),ノーマル,normal,ひこう,flying,82,96,51,45,51,92,417,いかく,はりきり,ちからずく,2.4,pm1064_11_00_02,1IaLRjF_ioZKpcmLKZT6kumx93dB8u-NA,1CRh9tcTm_u3RC6ZyvkDexV5gk7tMGYIl,Pokémon-Icon_931b
1049,0931,イキリンコ,グリーンフェザー,9,11,00,00,,イキリンコ(グリーンフェザー),ノーマル,normal,ひこう,flying,82,96,51,45,51,92,417,いかく,はりきり,こんじょう,2.4,pm1064_11_00_00,1V_TiZ3defllg-RnMpDpMN47C1l4zl7ku,1J87je80cWtowX4e3uEHeheT1N5AREohJ,Pokémon-Icon_931
1050,0931,イキリンコ,ブルーフェザー,9,12,00,00,a,イキリンコ(ブルーフェザー),ノーマル,normal,ひこう,flying,82,96,51,45,51,92,417,いかく,はりきり,こんじょう,2.4,pm1064_11_00_01,19qzJ0oNIl4R5nP5kSor4Dj3JiLPHK-_R,1osQSl5NIt7uFvBDGKqEX-ARBAKd7FoKH,Pokémon-Icon_931a
1051,0931,イキリンコ,ホワイトフェザー,9,14,00,00,c,イキリンコ(ホワイトフェザー),ノーマル,normal,ひこう,flying,82,96,51,45,51,92,417,いかく,はりきり,ちからずく,2.4,pm1064_11_00_03,1Vkx_b_kTDTt_usG3MCr4geJ4CbERsFdP,1fuDX3z87qoJFtst3g7ygB285K3PMkPaq,Pokémon-Icon_931c
1052,0932,コジオ,,9,00,00,00,,コジオ,いわ,rock,なし,none,55,55,75,35,35,25,280,きよめのしお,がんじょう,クリアボディ,16,pm1067_00_00_00,1W4qEEQh4tdmHPxOmN79qyODLnJz92v8G,1UTB0IXjtQRiJLUZjqwzQ7p2Gr2mJJXeZ,Pokémon-Icon_932
1053,0933,ジオヅム,,9,00,00,00,,ジオヅム,いわ,rock,なし,none,60,60,100,35,65,35,355,きよめのしお,がんじょう,クリアボディ,105,pm1068_00_00_00,1t0bnh4lObPttSTMqkF2-UzGvd9F_HSVx,1cnwt6JgKzNJKkadGFOQm2u2a4z7DVkbg,Pokémon-Icon_933
1054,0934,キョジオーン,,9,00,00,00,,キョジオーン,いわ,rock,なし,none,100,100,130,45,90,35,500,きよめのしお,がんじょう,クリアボディ,240,pm1069_00_00_00,1PCSEoPiScLTOsS5chf7kg9zZNi7a5zlI,19y-M_g2Ky-LQFgC2Rn4dyL0hxUD0ac_u,Pokémon-Icon_934
1055,0935,カルボウ,,9,00,00,00,,カルボウ,ほのお,fire,なし,none,40,50,40,50,40,35,255,もらいび,,ほのおのからだ,10.5,pm1107_00_00_00,1sv4_ndDieJQjQ1S88WRO9JDHCf1NGTCa,1Hr6PVj6FBcd1gaz8N78o13C8TbwoTws0,Pokémon-Icon_935
1056,0936,グレンアルマ,,9,00,00,00,,グレンアルマ,ほのお,fire,エスパー,psychic,85,60,100,125,80,75,525,もらいび,,くだけるよろい,85,pm1108_00_00_00,1I4Nm3fHSabCQY4dPYvScrwoG-Z8gqB5s,18EhN4VQQMHnLirBIFs1CBJ8zAA5xGmaU,Pokémon-Icon_936
1057,0937,ソウブレイズ,,9,00,00,00,,ソウブレイズ,ほのお,fire,ゴースト,ghost,75,125,80,60,100,85,525,もらいび,,くだけるよろい,62,pm1109_00_00_00,15ZV5QF4R2tfqqPKk2YG2HE9xUB9pm7as,1324hxh48JnfnXUd-Q7YB2pj3QBgXVRTg,Pokémon-Icon_937
1058,0938,ズピカ,,9,00,00,00,,ズピカ,でんき,electric,なし,none,61,31,41,59,35,45,272,マイペース,せいでんき,しめりけ,0.4,pm1044_00_00_00,14S8Gi80DJXQ1iEEAJ2fKibhejADFkuUo,1EyUnEoXfldcgtTgwqBFSNvpgF6TFX7yP,Pokémon-Icon_938
1059,0939,ハラバリー,,9,00,00,00,,ハラバリー,でんき,electric,なし,none,109,64,91,103,83,45,495,でんきにかえる,せいでんき,しめりけ,113,pm1045_00_00_00,1zGuOWbbm2ElywSLsm_pFy3ihqcRyWscA,19NdIUK0Q5Lz9DOooqi9DzQHmU7ay2fOq,Pokémon-Icon_939
1060,0940,カイデン,,9,00,00,00,,カイデン,でんき,electric,ひこう,flying,40,40,35,55,40,70,280,ふうりょくでんき,ちくでん,かちき,3.6,pm1061_00_00_00,10wKU-27ECrMI-5FSAMB09KpLnToH0_Xb,1pNRSHb_Mat5OeSphCK-hiY4gudZwOjfr,Pokémon-Icon_940
1061,0941,タイカイデン,,9,00,00,00,,タイカイデン,でんき,electric,ひこう,flying,70,70,60,105,60,125,490,ふうりょくでんき,ちくでん,かちき,38.6,pm1062_00_00_00,1F-j28GQu2BA_rAnusTtZIgNJ1sRnZnFh,1wFHtiyI8QTZuu1TTZOZBB4b3fStSFJ7T,Pokémon-Icon_941
1062,0942,オラチフ,,9,00,00,00,,オラチフ,あく,dark,なし,none,60,78,60,40,51,51,340,いかく,にげあし,はりこみ,16,pm1076_00_00_00,18L9x1ITyn8_lZ6cLFShU4b1MjYWrAQqZ,1g_Ork1qR2GcYyfq1W03w-XFDeE8nLTjK,Pokémon-Icon_942
1063,0943,マフィティフ,,9,00,00,00,,マフィティフ,あく,dark,なし,none,80,120,90,60,70,85,505,いかく,ばんけん,はりこみ,61,pm1077_00_00_00,1krnVKcaMBbW26zLAspxbk5Ygg42vF7Cy,1lDu-SrFhTkIXUQlEd34gAROiorSY8Z0X,Pokémon-Icon_943
1064,0944,シルシュルー,,9,00,00,00,,シルシュルー,どく,poison,ノーマル,normal,40,65,35,40,35,75,290,かるわざ,わるいてぐせ,いたずらごころ,0.7,pm1072_00_00_00,1zBKDLBEbEMMn9aC0gxwUGoxFQgmjUJqV,1K-bFM0WnP298psJZDSn_zvcGeoWfuTpw,Pokémon-Icon_944
1065,0945,タギングル,,9,00,00,00,,タギングル,どく,poison,ノーマル,normal,63,95,65,80,72,110,485,かるわざ,どくしゅ,いたずらごころ,27.2,pm1073_00_00_00,1PMHLRoiRRXFeMBwR-Pg0t9sLoSvT2md3,1g1M1ZqVZ2rfS-PN60HPNE6RpV-rNyt5F,Pokémon-Icon_945
1066,0946,アノクサ,,9,00,00,00,,アノクサ,くさ,grass,ゴースト,ghost,40,65,30,45,35,60,275,かぜのり,かぜのり,すりぬけ,0.6,pm1078_00_00_00,1Y-ilbI9ZxFV5dSXW_UcO2uClRk1uiWGk,1piKiHL1VKJ_SOhKdcLazlnAe7O6lrqpo,Pokémon-Icon_946
1067,0947,アノホラグサ,,9,00,00,00,,アノホラグサ,くさ,grass,ゴースト,ghost,55,115,70,80,70,90,480,かぜのり,かぜのり,すりぬけ,6,pm1079_00_00_00,1wkMjWkzI_SsVo0Dc2-xc3oeZRGIQ7yPL,1_3ETWQEzTXfFHYVDSDFpmgvbLITuftGJ,Pokémon-Icon_947
1068,0948,ノノクラゲ,,9,00,00,00,,ノノクラゲ,じめん,ground,くさ,grass,40,40,35,50,100,70,335,きんしのちから,,,33,pm1110_00_00_00,1kgQf63A6qt173yxmSuRV05w1lnq8EBgk,1nJWYMJvcs1cKlAHYRvX3IUBZOZVk7ukb,Pokémon-Icon_948
1069,0949,リククラゲ,,9,00,00,00,,リククラゲ,じめん,ground,くさ,grass,80,70,65,80,120,100,515,きんしのちから,,,58,pm1111_00_00_00,1rbHTd_hMGS50AxGFr5esemmb-uyO2VTk,1IOLLigTuCy_NlF3qqoqw0S_gYboupRU-,Pokémon-Icon_949
1070,0950,ガケガニ,,9,00,00,00,,ガケガニ,いわ,rock,いわ,rock,70,100,115,35,55,75,450,いかりのこうら,シェルアーマー,さいせいりょく,79,pm1066_00_00_00,1dcvkxw0O-SLuUj0IR_P9ig2391AG1bo7,14XbsxeZTW-8bunlLcqyAQlJULbIiKi1V,Pokémon-Icon_950
1071,0951,カプサイジ,,9,00,00,00,,カプサイジ,くさ,grass,なし,none,50,62,40,62,40,50,304,ようりょくそ,ふみん,ぶきよう,3,pm1042_00_00_00,1pzWnLB5GaG5chf5SiQBvKSQ7DHmVJju0,1Wf1970WyHjQ8UL76tPB8xCCkRFfjlZPS,Pokémon-Icon_951
1072,0952,スコヴィラン,,9,00,00,00,,スコヴィラン,くさ,grass,ほのお,fire,65,108,65,108,65,75,486,ようりょくそ,ふみん,ムラっけ,15,pm1043_00_00_00,1066FmeujjY97bmq9qy7mGGmgfeRMPv-4,1Mip56aizWOTV-BsZvpXXzLzh8cWvGeqv,Pokémon-Icon_952
1073,0953,シガロコ,,9,00,00,00,,シガロコ,むし,bug,なし,none,41,50,60,31,58,30,270,ふくがん,ふくがん,だっぴ,1,pm1026_00_00_00,1O4pYbgXnamlXL9_5IGNMNPLRAoHS4_rK,1MXPTI2R_MAdiU_z5_znu95ZE1JBsK8wC,Pokémon-Icon_953
1074,0954,ベラカス,,9,00,00,00,,ベラカス,むし,bug,エスパー,psychic,75,50,85,115,100,45,470,シンクロ,シンクロ,テレパシー,3.5,pm1027_00_00_00,1p2SxkZa3Dt8wA7-JzsPNStn4jqjw6cSu,1il2uqOKe8ZBuZZU1BHg-j86R3W46kjsO,Pokémon-Icon_954
1075,0955,ヒラヒナ,,9,00,00,00,,ヒラヒナ,エスパー,psychic,なし,none,30,35,30,55,30,75,255,きけんよち,おみとおし,かそく,1.5,pm1030_00_00_00,1AGR50nBYfJxSDMUE2x9-d2VzUPvkbcRr,1vuCq7IuMAX2WNO-86dxm0Qz5g4tvmoJy,Pokémon-Icon_955
1076,0956,クエスパトラ,,9,00,00,00,,クエスパトラ,エスパー,psychic,なし,none,95,60,60,101,60,105,481,びんじょう,おみとおし,かそく,90,pm1031_00_00_00,1QLyQG-PPd54y8pibHbLf0XSxE5Nn2w3E,1C-GogL4iEqoJVcoH6ej3oiw1LaVcNOmW,Pokémon-Icon_956
1077,0957,カヌチャン,,9,00,00,00,,カヌチャン,フェアリー,fairy,はがね,steel,50,45,45,35,64,58,297,かたやぶり,マイペース,わるいてぐせ,8.9,pm1104_00_00_00,1Ti0vLACxfdggYQFOL4lxBUZgZuoBVkEP,1cvpKYGH8zJI5xKJmtdm-LZYu9x4Vg-7j,Pokémon-Icon_957
1078,0958,ナカヌチャン,,9,00,00,00,,ナカヌチャン,フェアリー,fairy,はがね,steel,65,55,55,45,82,78,380,かたやぶり,マイペース,わるいてぐせ,59.1,pm1105_00_00_00,1mXXcpvsdIUorUeXPGSLxKUlOJCSHMwsH,1oBrsJPsFdmFXHgkY1hTBfiu5dDdsSaM9,Pokémon-Icon_958
1079,0959,デカヌチャン,,9,00,00,00,,デカヌチャン,フェアリー,fairy,はがね,steel,85,75,77,70,105,94,506,かたやぶり,マイペース,わるいてぐせ,112.8,pm1106_00_00_00,1FOH_RvqJCEYI1lJ58nGHIPasUlmK8FH4,1CS0xS0jywp5mE9QBeuwN2y_S4XpKUD0l,Pokémon-Icon_959
1080,0960,ウミディグダ,,9,00,00,00,,ウミディグダ,みず,water,なし,none,10,55,25,35,25,95,245,ぬめぬめ,びびり,すながくれ,1.8,pm1033_00_00_00,1bNA2wjVzuNM5UiYVtnUo-Mx2p7hwfGo2,1iPCBsTG5Iplori78bmkewblTO0MDOlC_,Pokémon-Icon_960
1081,0961,ウミトリオ,,9,00,00,00,,ウミトリオ,みず,water,なし,none,35,100,50,50,70,120,425,ぬめぬめ,びびり,すながくれ,5.4,pm1034_00_00_00,11kQtC7YL_rTjtFtFDIEbaHzf9lNfqky0,1OLm_FTM9YuRvvwwgRZfleerCYRUto0nz,Pokémon-Icon_961
1082,0962,オトシドリ,,9,00,00,00,,オトシドリ,ひこう,flying,あく,dark,70,103,85,60,85,82,485,はとむね,するどいめ,いわはこび,42.9,pm1063_00_00_00,10b0HJV8fLZ-GAJ1J_8b9Ro0KuNoZnsux,187EWsAVTot9H-GxyWZ-nWQH6nQkCVq4U,Pokémon-Icon_962
1083,0963,ナミイルカ,,9,00,00,00,,ナミイルカ,みず,water,なし,none,70,45,40,45,40,75,315,みずのベール,みずのベール,みずのベール,60.2,pm1037_00_00_00,1SIKlgmLdR9ed_CyFpMSZeKUasfh9prS_,1GKECiAISpfxpJKHhboKYgVNj4CqO4ZT-,Pokémon-Icon_963
1084,0964,イルカマン,ナイーブフォルム,9,11,00,00,,イルカマン(ナイーブフォルム),みず,water,なし,none,100,70,72,53,62,100,457,マイティチェンジ,,,60.2,pm1038_12_00_00,1SVzxxXtBs-mNoGiM2tiyIqZ_zyjC2urF,1YPyfhLF9Bm4Sd3JupgJPFm73G153Z1_Q,Pokémon-Icon_964
1085,0964,イルカマン,マイティフォルム,9,12,00,00,a,イルカマン(マイティフォルム),みず,water,なし,none,100,160,97,106,87,100,650,マイティチェンジ,,,97.4,pm1038_12_00_00,1SVzxxXtBs-mNoGiM2tiyIqZ_zyjC2urF,1IKWyz-9F5B0YaL85MNJ5fjTApzru7GqQ,Pokémon-Icon_964a
1086,0965,ブロロン,,9,00,00,00,,ブロロン,はがね,steel,どく,poison,45,70,63,30,45,47,300,ぼうじん,ぼうじん,スロースタート,35,pm1046_00_00_00,10SL106eSApuTw6HWi8UEYXCW76lEOmyC,1Nb4VZR_MDw-qaq2pLZOyADljadFlYFz0,Pokémon-Icon_965
1087,0966,ブロロローム,,9,00,00,00,,ブロロローム,はがね,steel,どく,poison,80,119,90,54,67,90,500,ぼうじん,ぼうじん,フィルター,120,pm1047_00_00_00,1CgsOZLZdZgWaDX8CKalq51_2b6XwtJu3,1yxQklZ5t53e1vrHjyvWHBgZ5rhDw5FRF,Pokémon-Icon_966
1088,0967,モトトカゲ,,9,00,00,00,,モトトカゲ,ドラゴン,dragon,ノーマル,normal,70,95,65,85,65,121,501,だっぴ,だっぴ,さいせいりょく,63,pm1057_00_00_00,1raoDfmBL2-aVNn1yYc47VFjBKQ5dQR61,17Ka6jTLT1bcXC0WyM_ckuzx_PGDe2-gb,Pokémon-Icon_967
1089,0968,ミミズズ,,9,00,00,00,,ミミズズ,はがね,steel,はがね,steel,70,85,145,60,55,65,480,どしょく,どしょく,すながくれ,310,pm1048_00_00_00,1c4XwqofDjSgjaDSHhiLseovHQZjYEkQE,1rUcDkMpLyMDjPkxGUI-HgHpxNqSt74Kj,Pokémon-Icon_968
1090,0969,キラーメ,,9,00,00,00,,キラーメ,いわ,rock,どく,poison,48,35,42,105,60,60,350,どくげしょう,,,8,pm1070_00_00_00,1WW4riDL-T4RCGFDGr6LCQFdTPeZWI9fh,1Se7GwfJFRe0nDDV2y3AGuKZeeNdJ8jeZ,Pokémon-Icon_969
1091,0970,キラフロル,,9,00,00,00,,キラフロル,いわ,rock,どく,poison,83,55,90,130,81,86,525,どくげしょう,,,45,pm1071_00_00_00,1jtZ1D3Ba89iuCwjhdQjZlyqIrE_ceaOT,1iwVnYQXVg0OR83ZMHs7_1TvGI9z7A8o6,Pokémon-Icon_970
