名前,ID,育て方,ブースト,種族値,ランク,実数値,D,C,B,A,ブイズ,DLC,碧の仮面,藍の円盤,キタカミプロローグ
イーブイ,165,無振,,55,0,75,O,O,O,O,O,X,X,X,X
デンリュウ,217,無振,,55,0,75,O,O,O,O,X,X,X,X,X
リングマ,257,無振,,55,0,75,O,O,O,O,X,X,X,X,X
ハピナス,283,無振,,55,0,75,O,O,O,O,X,X,X,X,X
マルノーム,360,無振,,55,0,75,O,O,O,O,X,X,X,X,X
ノクタス,375,無振,,55,0,75,O,O,O,O,X,X,X,X,X
ドーミラー,484,準速,,23,0,75,O,O,O,O,X,X,X,X,O
ゴチミル,643,無振,,55,0,75,O,O,O,O,X,X,X,X,X
オンバット,803,無振,,55,0,75,O,O,O,O,X,X,X,X,O
ノココッチ(ふたふしフォルム),1105,無振,,55,0,75,O,O,O,O,X,X,X,X,O
アラブルタケ,1110,無振,,55,0,75,O,O,O,O,X,X,X,X,X
セビエ,1120,無振,,55,0,75,O,O,O,O,X,X,X,X,X
アーボ,24,無振,,55,0,75,X,X,X,X,X,O,X,O,O
ウツドン,83,無振,,55,0,75,X,X,X,X,X,O,X,O,O
ナッシー(原種),128,無振,,55,0,75,X,X,X,X,X,O,O,X,X
ワカシャモ,297,無振,,55,0,75,X,X,X,X,X,O,O,X,X
シザリガー,385,無振,,55,0,75,X,X,X,X,X,O,X,O,O
チャオブー,556,無振,,55,0,75,X,X,X,X,X,O,O,X,X
コアルヒー,648,無振,,55,0,75,X,X,X,X,X,O,X,O,O
ランプラー,676,無振,,55,0,75,X,X,X,X,X,O,X,O,O
ゴルーグ,692,無振,,55,0,75,X,X,X,X,X,O,O,X,X
イダイトウ(メスのすがた),1016,最遅,,78,0,74,O,X,X,X,X,X,X,X,O
イダイトウ(オスのすがた),1015,最遅,,78,0,74,O,X,X,X,X,X,X,X,O
ナカヌチャン,1078,最遅,,78,0,74,O,O,O,O,X,X,X,X,X
カメックス,8,最遅,,78,0,74,X,X,X,X,X,O,O,X,X
オーダイル,196,最遅,,78,0,74,X,X,X,X,X,O,O,X,X
ヤドン(原種),97,最速,,15,0,73,O,O,O,O,X,X,X,X,X
ヤドン(ガラルのすがた),98,最速,,15,0,73,O,X,X,X,X,X,X,X,X
ププリン,210,最速,,15,0,73,O,O,O,O,X,X,X,X,X
ウパー(パルデアのすがた),231,最速,,15,0,73,O,O,O,O,X,X,X,X,O
クヌギダマ,242,最速,,15,0,73,O,O,O,O,X,X,X,X,X
ヒードラン,540,最遅,,77,0,73,O,X,X,X,X,X,X,X,X
タマゲタケ,658,最速,,15,0,73,O,O,O,O,X,X,X,X,X
ヤトウモリ,856,最遅,,77,0,73,O,O,O,O,X,X,X,X,O
スナバァ,868,最速,,15,0,73,O,O,O,O,X,X,X,X,X
アオガラス,925,最遅,,77,0,73,O,O,O,O,X,X,X,X,X
バチンウニ,975,最速,,15,0,73,O,O,O,O,X,X,X,X,X
ピィ,209,最速,,15,0,73,X,X,X,X,X,O,X,O,X
プリン,45,準速,,20,0,72,O,O,O,O,X,X,X,X,X
デリバード,266,最遅,,75,0,72,O,O,O,O,X,X,X,X,X
ルリリ,341,準速,,20,0,72,O,O,O,O,X,X,X,X,X
コータス,367,準速,,20,0,72,O,O,O,O,X,X,X,X,X
シキジカ,653,最遅,,75,0,72,O,O,O,O,X,X,X,X,X
フラエッテ,748,無振,,52,0,72,O,O,O,O,X,X,X,X,X
フラージェス,749,最遅,,75,0,72,O,O,O,O,X,X,X,X,X
メェークル,750,無振,,52,0,72,O,O,O,O,X,X,X,X,X
クレッフィ,789,最遅,,75,0,72,O,O,O,O,X,X,X,X,X
フクスロー,815,無振,,52,0,72,O,X,X,X,X,X,X,X,X
ヨクバリス,923,準速,,20,0,72,O,O,O,O,X,X,X,X,O
カジッチュ,943,準速,,20,0,72,O,O,O,O,X,X,X,X,O
ストリンダー(ハイなすがた),952,最遅,,75,0,72,O,O,O,O,X,X,X,X,X
ストリンダー(ローなすがた),953,最遅,,75,0,72,O,O,O,O,X,X,X,X,X
タイレーツ,974,最遅,,75,0,72,O,O,O,O,X,X,X,X,X
ユキハミ,976,準速,,20,0,72,O,O,O,O,X,X,X,X,X
タマンチュラ,1033,準速,,20,0,72,O,O,O,O,X,X,X,X,X
ワッカネズミ,1040,最遅,,75,0,72,O,O,O,O,X,X,X,X,O
グレンアルマ,1056,最遅,,75,0,72,O,O,O,O,X,X,X,X,X
シルシュルー,1064,最遅,,75,0,72,O,O,O,O,X,X,X,X,X
ガケガニ,1070,最遅,,75,0,72,O,O,O,O,X,X,X,X,X
スコヴィラン,1072,最遅,,75,0,72,O,O,O,O,X,X,X,X,X
ヒラヒナ,1075,最遅,,75,0,72,O,O,O,O,X,X,X,X,X
ナミイルカ,1083,最遅,,75,0,72,O,O,O,O,X,X,X,X,X
ドオー,1103,準速,,20,0,72,O,O,O,O,X,X,X,X,O
イシツブテ(原種),87,準速,,20,0,72,X,X,X,X,X,O,X,O,O
イシツブテ(アローラのすがた),88,準速,,20,0,72,X,X,X,X,X,O,X,O,O
ドードー,105,最遅,,75,0,72,X,X,X,X,X,O,O,X,X
エビワラー,134,最遅,,76,0,72,X,X,X,X,X,O,O,X,X
オタチ,197,準速,,20,0,72,X,X,X,X,X,O,X,O,O
マグマッグ,258,準速,,20,0,72,X,X,X,X,X,O,X,O,O
ドーブル,276,最遅,,75,0,72,X,X,X,X,X,O,O,X,X
シママ,580,最遅,,76,0,72,X,X,X,X,X,O,O,X,X
チラーミィ,640,最遅,,75,0,72,X,X,X,X,X,O,O,X,X
ユニラン,645,準速,,20,0,72,X,X,X,X,X,O,O,X,X
タマンチュラ,1033,準速,,20,0,72,X,X,X,X,X,O,X,X,X
ヒトモシ,675,準速,,20,0,72,X,X,X,X,X,O,X,O,O
ケララッパ,825,最遅,,75,0,72,X,X,X,X,X,O,O,X,X
ガチグマ(あかつき),1014,無振,,52,0,72,X,X,X,X,X,O,X,X,O
サナギラス,288,無振,,51,0,71,O,O,O,O,X,X,X,X,X
トロピウス,400,無振,,51,0,71,O,O,O,O,X,X,X,X,X
スカンプー,482,最遅,,74,0,71,O,O,O,O,X,X,X,X,X
ワルビル,613,最遅,,74,0,71,O,O,O,O,X,X,X,X,X
カジリガメ,937,最遅,,74,0,71,O,O,O,O,X,X,X,X,O
オラチフ,1062,無振,,51,0,71,O,O,O,O,X,X,X,X,X
ベトベトン(原種),111,無振,,50,0,70,O,O,O,O,X,X,X,X,X
ベトベトン(アローラのすがた),112,無振,,50,0,70,O,X,X,X,X,X,X,X,X
ラッキー,141,無振,,50,0,70,O,O,O,O,X,X,X,X,X
ミニリュウ,182,無振,,50,0,70,O,O,O,O,X,X,X,X,X
マリルリ,220,無振,,50,0,70,O,O,O,O,X,X,X,X,X
ハネッコ,223,無振,,50,0,70,O,O,O,O,X,X,X,X,X
ドンファン,273,無振,,50,0,70,O,O,O,O,X,X,X,X,X
キルリア,324,無振,,50,0,70,O,O,O,O,X,X,X,X,O
ハリテヤマ,340,無振,,50,0,70,O,O,O,O,X,X,X,X,X
ヤミラミ,345,無振,,50,0,70,O,O,O,O,X,X,X,X,X
チルット,376,無振,,50,0,70,O,O,O,O,X,X,X,X,X
ユキワラシ,404,無振,,50,0,70,O,O,O,O,X,X,X,X,O
タツベイ,414,無振,,50,0,70,O,O,O,O,X,X,X,X,X
コモルー,415,無振,,50,0,70,O,O,O,O,X,X,X,X,X
グレッグル,501,無振,,50,0,70,O,O,O,O,X,X,X,X,X
シビルドン,672,無振,,50,0,70,O,O,O,O,X,X,X,X,O
ツンベアー,682,無振,,50,0,70,O,O,O,O,X,X,X,X,X
テールナー,731,最遅,,73,0,70,O,X,X,X,X,X,X,X,X
メレシー,783,無振,,50,0,70,O,X,X,X,X,X,X,X,O
トロッゴン,941,無振,,50,0,70,O,O,O,O,X,X,X,X,X
ヤバチャ,958,無振,,50,0,70,O,O,O,O,X,X,X,X,X
ベロバー,963,無振,,50,0,70,O,O,O,O,X,X,X,X,O
ニャイキング,967,無振,,50,0,70,O,X,X,X,X,X,X,X,X
コオリッポ(アイスフェイス),979,無振,,50,0,70,O,O,O,O,X,X,X,X,X
ガチグマ(通常),1013,無振,,50,0,70,O,X,X,X,X,X,X,X,X
クワッス,1027,無振,,50,0,70,O,O,O,O,X,X,X,X,X
カプサイジ,1071,無振,,50,0,70,O,O,O,O,X,X,X,X,X
ハルクジラ,1096,最遅,,73,0,70,O,O,O,O,X,X,X,X,X
ドドゲザン,1107,無振,,50,0,70,O,O,O,O,X,X,X,X,O
テツノカイナ,1116,無振,,50,0,70,O,O,O,O,X,X,X,X,X
ディアンシー,810,無振,,50,0,70,X,X,X,X,X,X,X,X,X
ラフレシア,51,無振,,50,0,70,X,X,X,X,X,O,O,X,X
ホーホー,199,無振,,50,0,70,X,X,X,X,X,O,X,O,O
キレイハナ,218,無振,,50,0,70,X,X,X,X,X,O,O,X,X
ウリムー,260,無振,,50,0,70,X,X,X,X,X,O,X,O,O
イノムー,261,無振,,50,0,70,X,X,X,X,X,O,X,O,O
ヌマクロー,300,無振,,50,0,70,X,X,X,X,X,O,O,X,X
ハスブレロ,314,無振,,50,0,70,X,X,X,X,X,O,X,O,O
メタング,418,無振,,50,0,70,X,X,X,X,X,O,O,X,X
ポッタイシ,440,無振,,50,0,70,X,X,X,X,X,O,O,X,X
カラマネロ,767,最遅,,73,0,70,X,X,X,X,X,O,O,X,X
オシャマリ,822,無振,,50,0,70,X,X,X,X,X,O,O,X,X
チャデス,1139,無振,,50,0,70,O,X,X,X,X,O,X,O,O
シシコ,745,最遅,,72,0,69,O,O,O,O,X,X,X,X,X
アマージョ,862,最遅,,72,0,69,O,O,O,O,X,X,X,X,X
テブリム,961,無振,,49,0,69,O,O,O,O,X,X,X,X,O
ダクマ,1000,最遅,,72,0,69,O,X,X,X,X,X,X,X,X
アチゲータ,1025,無振,,49,0,69,O,O,O,O,X,X,X,X,X
テツノイバラ,1119,最遅,,72,0,69,O,O,O,O,X,X,X,X,X
メタモン,164,無振,,48,0,68,O,O,O,O,X,X,X,X,X
ドンカラス,478,最遅,,71,0,68,O,O,O,O,X,X,X,X,X
ウソハチ,486,最速,,10,0,68,O,O,O,O,X,X,X,X,O
ケロマツ,733,最遅,,71,0,68,O,X,X,X,X,X,X,X,X
サダイジャ,947,最遅,,71,0,68,O,O,O,O,X,X,X,X,X
コレクレー(はこフォルム),1124,最速,,10,0,68,O,O,O,O,X,X,X,X,X
ナックラー,371,最速,,10,0,68,X,X,X,X,X,O,O,X,X
ズルッグ,624,無振,,48,0,68,X,X,X,X,X,O,X,X,X
マンキー,67,最遅,,70,0,67,O,O,O,O,X,X,X,X,O
ヤドン(原種),97,準速,,15,0,67,O,O,O,O,X,X,X,X,X
ヤドン(ガラルのすがた),98,準速,,15,0,67,O,X,X,X,X,X,X,X,X
レアコイル,102,最遅,,70,0,67,O,O,O,O,X,X,X,X,X
パルシェン,114,最遅,,70,0,67,O,O,O,O,X,X,X,X,X
ハクリュー,183,最遅,,70,0,67,O,O,O,O,X,X,X,X,X
ププリン,210,準速,,15,0,67,O,O,O,O,X,X,X,X,X
ウパー(パルデアのすがた),231,準速,,15,0,67,O,O,O,O,X,X,X,X,O
クヌギダマ,242,準速,,15,0,67,O,O,O,O,X,X,X,X,X
キノガッサ,329,最遅,,70,0,67,O,O,O,O,X,X,X,X,X
レントラー,451,最遅,,70,0,67,O,O,O,O,X,X,X,X,O
ミツハニー,463,最遅,,70,0,67,O,O,O,O,X,X,X,X,X
フワンテ,473,最遅,,70,0,67,O,O,O,O,X,X,X,X,X
カバルドン,498,無振,,47,0,67,O,O,O,O,X,X,X,X,X
ダイケンキ(原種),560,最遅,,70,0,67,O,X,X,X,X,X,X,X,X
ゾロア(ヒスイのすがた),637,最遅,,70,0,67,O,X,X,X,X,X,X,X,X
タマゲタケ,658,準速,,15,0,67,O,O,O,O,X,X,X,X,X
キリキザン,694,最遅,,70,0,67,O,O,O,O,X,X,X,X,O
ジュナイパー(原種),816,最遅,,70,0,67,O,X,X,X,X,X,X,X,X
スナバァ,868,準速,,15,0,67,O,O,O,O,X,X,X,X,X
メッソン,919,最遅,,70,0,67,O,X,X,X,X,X,X,X,X
アップリュー,944,最遅,,70,0,67,O,O,O,O,X,X,X,X,O
ポットデス,959,最遅,,70,0,67,O,O,O,O,X,X,X,X,X
ギモー,964,最遅,,70,0,67,O,O,O,O,X,X,X,X,O
バチンウニ,975,準速,,15,0,67,O,O,O,O,X,X,X,X,X
イシヘンジン,978,最遅,,70,0,67,O,O,O,O,X,X,X,X,X
カイデン,1060,最遅,,70,0,67,O,O,O,O,X,X,X,X,X
ノノクラゲ,1068,最遅,,70,0,67,O,O,O,O,X,X,X,X,O
ブロロン,1086,無振,,47,0,67,O,O,O,O,X,X,X,X,X
ミガルーサ,1097,最遅,,70,0,67,O,O,O,O,X,X,X,X,X
チオンジェン,1126,最遅,,70,0,67,O,O,X,X,X,X,X,X,X
フーパ(いましめられしフーパ),811,最遅,,70,0,67,X,X,X,X,X,X,X,X,X
ボルケニオン,813,最遅,,70,0,67,X,X,X,X,X,X,X,X,X
ニョロボン,75,最遅,,70,0,67,X,X,X,X,X,O,X,O,O
ウツボット,84,最遅,,70,0,67,X,X,X,X,X,O,X,O,O
メノクラゲ,85,最遅,,70,0,67,X,X,X,X,X,O,X,O,O
ジュゴン,108,最遅,,70,0,67,X,X,X,X,X,O,O,X,X
ヨルノズク,200,最遅,,70,0,67,X,X,X,X,X,O,X,O,O
ピィ,209,準速,,15,0,67,X,X,X,X,X,O,X,O,X
ニョロトノ,222,最遅,,70,0,67,X,X,X,X,X,O,X,O,O
エアームド,268,最遅,,70,0,67,X,X,X,X,X,O,O,X,X
カポエラー,278,最遅,,70,0,67,X,X,X,X,X,O,O,X,X
キモリ,293,最遅,,70,0,67,X,X,X,X,X,O,O,X,X
グラエナ,303,最遅,,70,0,67,X,X,X,X,X,O,X,O,O
ルンパッパ,315,最遅,,70,0,67,X,X,X,X,X,O,X,O,O
ビブラーバ,372,最遅,,70,0,67,X,X,X,X,X,O,O,X,X
メタグロス,419,最遅,,70,0,67,X,X,X,X,X,O,O,X,X
ニャビー,818,最遅,,70,0,67,X,X,X,X,X,O,O,X,X
ヤバソチャ,1140,最遅,,70,0,67,O,X,X,X,X,O,X,O,O
ヒバニー,916,最遅,,69,0,66,O,X,X,X,X,X,X,X,X
スナヘビ,946,無振,,46,0,66,O,O,O,O,X,X,X,X,X
ラブトロス(れいじゅうフォルム),1020,無振,,46,0,66,O,X,X,X,X,X,X,X,X
アゴジムシ,829,無振,,46,0,66,X,X,X,X,X,O,X,O,O
プクリン,46,無振,,45,0,65,O,O,O,O,X,X,X,X,X
コンパン,54,無振,,45,0,65,O,O,O,O,X,X,X,X,X
コイル,101,無振,,45,0,65,O,O,O,O,X,X,X,X,X
モココ,216,無振,,45,0,65,O,O,O,O,X,X,X,X,X
ノコッチ,244,無振,,45,0,65,O,O,O,O,X,X,X,X,O
カゲボウズ,396,無振,,45,0,65,O,O,O,O,X,X,X,X,X
コリンク,449,無振,,45,0,65,O,O,O,O,X,X,X,X,O
ミジュマル,558,無振,,45,0,65,O,X,X,X,X,X,X,X,X
ゴチム,642,無振,,45,0,65,O,O,O,O,X,X,X,X,X
ゴーゴート,751,最遅,,68,0,65,O,O,O,O,X,X,X,X,X
ヤングース,827,無振,,45,0,65,O,O,O,O,X,X,X,X,X
デカグース,828,無振,,45,0,65,O,O,O,O,X,X,X,X,X
ヒドイデ,846,無振,,45,0,65,O,O,O,O,X,X,X,X,X
ドロバンコ,848,無振,,45,0,65,O,O,O,O,X,X,X,X,O
ラランテス,853,無振,,45,0,65,O,O,O,O,X,X,X,X,O
マメバッタ,1035,無振,,45,0,65,O,O,O,O,X,X,X,X,X
ズピカ,1058,無振,,45,0,65,O,O,O,O,X,X,X,X,X
ハラバリー,1059,無振,,45,0,65,O,O,O,O,X,X,X,X,X
ベラカス,1074,無振,,45,0,65,O,O,O,O,X,X,X,X,X
ハカドッグ,1093,最遅,,68,0,65,O,O,O,O,X,X,X,X,X
ディンルー,1128,無振,,45,0,65,O,O,X,X,X,X,X,X,X
フシギダネ,0,無振,,45,0,65,X,X,X,X,X,O,O,X,X
ゴローニャ(原種),91,無振,,45,0,65,X,X,X,X,X,O,X,O,O
ゴローニャ(アローラのすがた),92,無振,,45,0,65,X,X,X,X,X,O,X,O,O
パウワウ,107,無振,,45,0,65,X,X,X,X,X,O,O,X,X
ナッシー(アローラのすがた),129,無振,,45,0,65,X,X,X,X,X,O,O,X,X
チコリータ,187,無振,,45,0,65,X,X,X,X,X,O,O,X,X
グランブル,248,無振,,45,0,65,X,X,X,X,X,O,X,X,X
アチャモ,296,無振,,45,0,65,X,X,X,X,X,O,O,X,X
リーシャン,481,無振,,45,0,65,X,X,X,X,X,O,X,O,O
ヨノワール,525,無振,,45,0,65,X,X,X,X,X,O,X,O,O
ポカブ,555,無振,,45,0,65,X,X,X,X,X,O,O,X,X
モグリュー,587,最遅,,68,0,65,X,X,X,X,X,O,X,X,X
ローブシン,592,無振,,45,0,65,X,X,X,X,X,O,X,O,O
ニャスパー,755,最遅,,68,0,65,X,X,X,X,X,O,O,X,X
マーイーカ,766,無振,,45,0,65,X,X,X,X,X,O,O,X,X
ジャラコ,882,無振,,45,0,65,X,X,X,X,X,O,X,O,O
スリーパー,120,最遅,,67,0,64,O,O,O,O,X,X,X,X,X
オノンド,679,最遅,,67,0,64,O,O,O,O,X,X,X,X,X
ドラミドロ,771,無振,,44,0,64,O,O,O,O,X,X,X,X,X
ウデッポウ,772,無振,,44,0,64,O,O,O,O,X,X,X,X,X
アーマーガア,926,最遅,,67,0,64,O,O,O,O,X,X,X,X,X
カムカメ,936,無振,,44,0,64,O,O,O,O,X,X,X,X,O
チョンチー,206,最遅,,67,0,64,X,X,X,X,X,O,X,X,X
ランターン,207,最遅,,67,0,64,X,X,X,X,X,O,X,X,X
ヒトカゲ,3,最遅,,65,0,63,O,X,X,X,X,X,X,X,X
シャワーズ,166,最遅,,65,0,63,O,O,O,O,O,X,X,X,X
ブースター,168,最遅,,65,0,63,O,O,O,O,O,X,X,X,X
ヒノアラシ,190,最遅,,65,0,63,O,X,X,X,X,X,X,X,X
ブラッキー,234,最遅,,65,0,63,O,O,O,O,O,X,X,X,X
ハッサム,251,最遅,,65,0,63,O,O,O,O,X,X,X,X,X
デルビル,269,最遅,,65,0,63,O,O,O,O,X,X,X,X,O
ペリッパー,322,最遅,,65,0,63,O,O,O,O,X,X,X,X,X
アメタマ,326,最遅,,65,0,63,O,O,O,O,X,X,X,X,O
ハブネーク,379,最遅,,65,0,63,O,O,O,O,X,X,X,X,X
ジュペッタ,397,最遅,,65,0,63,O,O,O,O,X,X,X,X,X
コロトック,448,最遅,,65,0,63,O,O,O,O,X,X,X,X,O
ケイコウオ,504,最遅,,66,0,63,O,O,O,O,X,X,X,X,X
グレイシア,519,最遅,,65,0,63,O,O,O,O,O,X,X,X,X
メグロコ,612,最遅,,65,0,63,O,O,O,O,X,X,X,X,X
ゾロア(原種),636,最遅,,65,0,63,O,O,O,O,X,X,X,X,X
ゴチルゼル,644,最遅,,65,0,63,O,O,O,O,X,X,X,X,X
ママンボウ,662,最遅,,65,0,63,O,O,O,O,X,X,X,X,X
ウォーグル(ヒスイのすがた),698,最遅,,65,0,63,O,X,X,X,X,X,X,X,X
ケケンカニ,833,無振,,43,0,63,O,O,O,O,X,X,X,X,X
ネッコアラ,875,最遅,,65,0,63,O,O,O,O,X,X,X,X,X
サルノリ,913,最遅,,65,0,63,O,X,X,X,X,X,X,X,X
サシカマス,949,最遅,,66,0,63,O,O,O,O,X,X,X,X,O
モスノウ,977,最遅,,65,0,63,O,O,O,O,X,X,X,X,X
アヤシシ,1011,最遅,,65,0,63,O,X,X,X,X,X,X,X,O
ニャオハ,1021,最遅,,65,0,63,O,O,O,O,X,X,X,X,X
ラウドボーン,1026,最遅,,66,0,63,O,O,O,O,X,X,X,X,X
ウェルカモ,1028,最遅,,65,0,63,O,O,O,O,X,X,X,X,X
パフュートン(オスのすがた),1031,最遅,,65,0,63,O,O,O,O,X,X,X,X,X
パフュートン(メスのすがた),1032,最遅,,65,0,63,O,O,O,O,X,X,X,X,X
パピモッチ,1043,最遅,,65,0,63,O,O,O,O,X,X,X,X,X
ミミズズ,1089,最遅,,65,0,63,O,O,O,O,X,X,X,X,O
アルクジラ,1095,無振,,43,0,63,O,O,O,O,X,X,X,X,X
マギアナ,904,最遅,,65,0,63,X,X,X,X,X,X,X,X,X
ゼニガメ,6,無振,,43,0,63,X,X,X,X,X,O,O,X,X
サンドパン(原種),31,最遅,,65,0,63,X,X,X,X,X,O,X,O,O
サンドパン(アローラのすがた),32,最遅,,65,0,63,X,X,X,X,X,O,X,O,O
ロコン(原種),41,最遅,,65,0,63,X,X,X,X,X,O,X,O,O
ロコン(アローラのすがた),42,最遅,,65,0,63,X,X,X,X,X,O,X,O,O
ワニノコ,194,無振,,43,0,63,X,X,X,X,X,O,O,X,X
チリーン,401,最遅,,65,0,63,X,X,X,X,X,O,X,O,O
エンブオー,557,最遅,,65,0,63,X,X,X,X,X,O,O,X,X
モンメン,604,最遅,,66,0,63,X,X,X,X,X,O,O,X,X
コジョフー,688,最遅,,65,0,63,X,X,X,X,X,O,X,O,O
ツツケラ,824,最遅,,65,0,63,X,X,X,X,X,O,O,X,X
クワガノン,831,無振,,43,0,63,X,X,X,X,X,O,X,O,O
ジャランゴ,883,最遅,,65,0,63,X,X,X,X,X,O,X,O,O
スリープ,119,無振,,42,0,62,O,O,O,O,X,X,X,X,X
ウソハチ,486,準速,,10,0,62,O,O,O,O,X,X,X,X,O
フカマル,491,無振,,42,0,62,O,O,O,O,X,X,X,X,O
ブリガロン,729,最遅,,64,0,62,O,X,X,X,X,X,X,X,X
フラベベ,747,無振,,42,0,62,O,O,O,O,X,X,X,X,X
モクロー,814,無振,,42,0,62,O,X,X,X,X,X,X,X,X
コレクレー(はこフォルム),1124,準速,,10,0,62,O,O,O,O,X,X,X,X,X
ナックラー,371,準速,,10,0,62,X,X,X,X,X,O,O,X,X
ゴンベ,494,最速,,5,0,62,X,X,X,X,X,O,X,O,O
クルミル,598,無振,,42,0,62,X,X,X,X,X,O,X,O,O
クルマユ,599,無振,,42,0,62,X,X,X,X,X,O,X,O,O
オニシズクモ,851,無振,,42,0,62,X,X,X,X,X,O,X,X,X
マホイップ,973,最遅,,64,0,62,X,X,X,X,X,O,O,X,X
ヨーギラス,287,無振,,41,0,61,O,O,O,O,X,X,X,X,X
マケンカニ,832,最遅,,63,0,61,O,O,O,O,X,X,X,X,X
ツタージャ,552,最遅,,63,0,61,X,X,X,X,X,O,O,X,X
シェルダー,113,無振,,40,0,60,O,O,O,O,X,X,X,X,X
マリル,219,無振,,40,0,60,O,O,O,O,X,X,X,X,X
フォレトス,243,無振,,40,0,60,O,O,O,O,X,X,X,X,X
ヒメグマ,256,無振,,40,0,60,O,O,O,O,X,X,X,X,X
ゴマゾウ,272,無振,,40,0,60,O,O,O,O,X,X,X,X,X
ラルトス,323,無振,,40,0,60,O,O,O,O,X,X,X,X,O
ゴクリン,359,無振,,40,0,60,O,O,O,O,X,X,X,X,X
バクーダ,366,無振,,40,0,60,O,O,O,O,X,X,X,X,X
ビークイン,464,無振,,40,0,60,O,O,O,O,X,X,X,X,X
ユキカブリ,507,無振,,40,0,60,O,O,O,O,X,X,X,X,X
シビビール,671,無振,,40,0,60,O,O,O,O,X,X,X,X,O
クマシュン,681,無振,,40,0,60,O,O,O,O,X,X,X,X,X
ヤヤコマ,739,最遅,,62,0,60,O,O,O,O,X,X,X,X,X
ヌメラ,784,無振,,40,0,60,O,O,O,O,X,X,X,X,X
ヌメイル(ヒスイのすがた),786,無振,,40,0,60,O,X,X,X,X,X,X,X,X
アママイコ,861,最遅,,62,0,60,O,O,O,O,X,X,X,X,X
エレズン,951,無振,,40,0,60,O,O,O,O,X,X,X,X,X
ゾウドウ,984,無振,,40,0,60,O,O,O,O,X,X,X,X,X
セゴール,1121,最遅,,62,0,60,O,O,O,O,X,X,X,X,X
サンド(原種),29,無振,,40,0,60,X,X,X,X,X,O,X,O,O
サンド(アローラのすがた),30,無振,,40,0,60,X,X,X,X,X,O,X,O,O
クサイハナ,50,無振,,40,0,60,X,X,X,X,X,O,O,X,X
マダツボミ,82,無振,,40,0,60,X,X,X,X,X,O,X,O,O
タマタマ,127,無振,,40,0,60,X,X,X,X,X,O,O,X,X
サイドン,140,無振,,40,0,60,X,X,X,X,X,O,O,X,X
ポリゴン,169,無振,,40,0,60,X,X,X,X,X,O,X,X,X
アリアドス,204,無振,,40,0,60,X,X,X,X,X,O,X,O,O
ミズゴロウ,299,無振,,40,0,60,X,X,X,X,X,O,O,X,X
ポッチャマ,439,無振,,40,0,60,X,X,X,X,X,O,O,X,X
ドサイドン,512,無振,,40,0,60,X,X,X,X,X,O,O,X,X
ドテッコツ,591,無振,,40,0,60,X,X,X,X,X,O,X,O,O
アシマリ,821,無振,,40,0,60,X,X,X,X,X,O,O,X,X
カミッチュ,1138,無振,,40,0,60,O,X,X,X,X,O,X,X,O
ダイノーズ,524,無振,,40,0,60,X,X,X,X,X,O,X,O,O
バンギラス,289,最遅,,61,0,59,O,O,O,O,X,X,X,X,X
トリトドン,471,無振,,39,0,59,O,O,O,O,X,X,X,X,X
ミブリム,960,無振,,39,0,59,O,O,O,O,X,X,X,X,O
オリーヴァ,1047,無振,,39,0,59,O,O,O,O,X,X,X,X,X
ヒコザル,436,最遅,,61,0,59,X,X,X,X,X,O,O,X,X
ガーディ(原種),69,最遅,,60,0,58,O,O,O,O,X,X,X,X,O
ピチュー,208,最遅,,60,0,58,O,O,O,O,X,X,X,X,O
アサナン,350,最遅,,60,0,58,O,O,O,O,X,X,X,X,X
バネブー,368,最遅,,60,0,58,O,O,O,O,X,X,X,X,O
ドジョッチ,382,最遅,,60,0,58,O,O,O,O,X,X,X,X,O
ナマズン,383,最遅,,60,0,58,O,O,O,O,X,X,X,X,O
ムックル,442,最遅,,60,0,58,O,O,O,O,X,X,X,X,O
ルクシオ,450,最遅,,60,0,58,O,O,O,O,X,X,X,X,O
リオル,495,最遅,,60,0,58,O,O,O,O,X,X,X,X,O
ユキノオー,508,最遅,,60,0,58,O,O,O,O,X,X,X,X,X
ジバコイル,510,最遅,,60,0,58,O,O,O,O,X,X,X,X,X
フタチマル,559,最遅,,60,0,58,O,X,X,X,X,X,X,X,X
シビシラス,670,最遅,,60,0,58,O,O,O,O,X,X,X,X,O
コマタナ,693,最遅,,60,0,58,O,O,O,O,X,X,X,X,O
ワシボン,696,最遅,,60,0,58,O,O,O,O,X,X,X,X,X
モノズ,703,無振,,38,0,58,O,O,O,O,X,X,X,X,X
メラルバ,706,最遅,,60,0,58,O,O,O,O,X,X,X,X,X
ハリマロン,727,無振,,38,0,58,O,X,X,X,X,X,X,X,X
フォッコ,730,最遅,,60,0,58,O,X,X,X,X,X,X,X,X
ニンフィア,780,最遅,,60,0,58,O,O,O,O,O,X,X,X,X
ヌメイル(原種),785,最遅,,60,0,58,O,O,O,O,X,X,X,X,X
ヌメルゴン(ヒスイのすがた),788,最遅,,60,0,58,O,X,X,X,X,X,X,X,X
クレベース(ヒスイのすがた),802,無振,,38,0,58,O,X,X,X,X,X,X,X,X
ジュナイパー(ヒスイのすがた),817,最遅,,60,0,58,O,X,X,X,X,X,X,X,X
イワンコ,840,最遅,,60,0,58,O,O,O,O,X,X,X,X,O
ヤレユータン,864,最遅,,60,0,58,O,O,O,O,X,X,X,X,X
オーロンゲ,965,最遅,,60,0,58,O,O,O,O,X,X,X,X,O
