実数値,育て方,種族値,ポケモン,特性,アイコンID,ランク,D,C,A,B,イーブイ,DLC,IV,EV,性格,アイコン名
58,最遅,60,フォッコ,,1u3vx_gGEoSLBmclgxwGImk-WtjV4Ro9I,0,O,X,X,X,X,X,0,0,0.9,Pokémon-Icon_653
58,最遅,60,ヌメルゴン(ヒスイのすがた),,1Exgl_T5Gx2L-6TnVfiDMxQoX2d1KF95S,0,O,X,X,X,X,X,0,0,0.9,Pokémon-Icon_706a
58,最遅,60,ジュナイパー(ヒスイのすがた),,1-4wzakPMfRac-72absT8UdFCP4LXMLtz,0,O,X,X,X,X,X,0,0,0.9,Pokémon-Icon_724a
58,最遅,60,パモ,,1yMNlGqlErP4QoTWJLzFIvStLRkz4IIZa,0,O,O,O,O,X,X,0,0,0.9,Pokémon-Icon_921
58,最遅,60,ピチュー,,15hHNX6Cg0r4tW7ew_MTSsaaJLYR4sEuX,0,O,O,O,O,X,X,0,0,0.9,Pokémon-Icon_172
58,最遅,60,イワンコ,,17nYK4YWoKckh4YKZHD4Jt2FVpLSTl-BD,0,O,O,O,O,X,X,0,0,0.9,Pokémon-Icon_744
58,最遅,60,ルクシオ,,1rjwMXmQeor3m-qJ-npPmzJKL9rBStAfC,0,O,O,O,O,X,X,0,0,0.9,Pokémon-Icon_404
58,最遅,60,ムックル,,1ZNf_KHt5P_Rg1iCcU9r086pg9wkpfdu4,0,O,O,O,O,X,X,0,0,0.9,Pokémon-Icon_396
58,最遅,60,バネブー,,1JsBd86ZOcxz29sGSMOZssD7ohz4xfr_o,0,O,O,O,O,X,X,0,0,0.9,Pokémon-Icon_325
58,最遅,60,アサナン,,1YE-RfqdJwjKNzQkppkolxVqVETenqlTB,0,O,O,O,O,X,X,0,0,0.9,Pokémon-Icon_307
58,最遅,60,リオル,,1ASrXiiHjSjAQO6yce9BMGdE1Jyzk7n53,0,O,O,O,O,X,X,0,0,0.9,Pokémon-Icon_447
58,最遅,60,ドジョッチ,,1x4c04hjQ2wkaDjoTwrkhgyljSnBwiUV-,0,O,O,O,O,X,X,0,0,0.9,Pokémon-Icon_339
58,最遅,60,ナマズン,,1zVNS8UPNVrt9so8KXD7xNVPCSZm50U2h,0,O,O,O,O,X,X,0,0,0.9,Pokémon-Icon_340
#N/A,最遅,#N/A,ヌメイル,,#N/A,0,#N/A,,,,,X,0,0,0.9,#N/A
58,最遅,60,ニンフィア,,1ffUHuKdCW2fXNrCgeBU026dVHwk4Um9r,0,O,O,O,O,O,X,0,0,0.9,Pokémon-Icon_700
58,最遅,60,リキキリン,,1CgiOFiPB7E7YSgd953Cs4njYf6TJLcuO,0,O,O,O,O,X,X,0,0,0.9,Pokémon-Icon_981
58,最遅,60,ジバコイル,,1MHy9DRbfETgRrcbUz6_Q8Q4odL4f4K8E,0,O,O,O,O,X,X,0,0,0.9,Pokémon-Icon_462
#N/A,最遅,#N/A,ガーディ,,#N/A,0,#N/A,,,,,X,0,0,0.9,#N/A
58,最遅,60,アノクサ,,1piKiHL1VKJ_SOhKdcLazlnAe7O6lrqpo,0,O,O,O,O,X,X,0,0,0.9,Pokémon-Icon_946
58,最遅,60,メラルバ,,1YZGZVfbpopp9wOLQPxfngHkgrowLDeZF,0,O,O,O,O,X,X,0,0,0.9,Pokémon-Icon_636
58,最遅,60,オーロンゲ,,1SmQL_GvmczOfd6gtBgsDw1RKcn5htcvf,0,O,O,O,O,X,X,0,0,0.9,Pokémon-Icon_861
58,最遅,60,キラーメ,,1Se7GwfJFRe0nDDV2y3AGuKZeeNdJ8jeZ,0,O,O,O,O,X,X,0,0,0.9,Pokémon-Icon_969
58,最遅,60,ヤレユータン,,1HaSNEtfxOQKJrgDydYd_Cwf3eN-JSQ9S,0,O,O,O,O,X,X,0,0,0.9,Pokémon-Icon_765
58,最遅,60,シビシラス,,1yyUmafVOV_jbXON5fKWNu211Pp0WhsYI,0,O,O,O,O,X,X,0,0,0.9,Pokémon-Icon_602
58,最遅,60,ユキノオー,,1nvW6sIf5aBOMELxOrBP2oC32I6NC5-eE,0,O,O,O,O,X,X,0,0,0.9,Pokémon-Icon_460
58,最遅,60,ワシボン,,1AO51tp3tZvy6u7z5VO0odyh7yQ20dst-,0,O,O,O,O,X,X,0,0,0.9,Pokémon-Icon_627
58,最遅,60,コマタナ,,1cBBzisCJBUrA-eW4J7SqwXkFtdX-kaM0,0,O,O,O,O,X,X,0,0,0.9,Pokémon-Icon_624
58,無振り,38,ハリマロン,,1y0FPxhGo0vWYhK1xmb8xxv6Dk69mEK7L,0,O,X,X,X,X,X,31,0,1,Pokémon-Icon_650
58,無振り,38,クレベース(ヒスイのすがた),,1uInl6C-09UXjYxZmMciKHSaqy0tTsvD4,0,O,X,X,X,X,X,31,0,1,Pokémon-Icon_713a
58,無振り,38,モノズ,,1Bjau4gO8d82Twr9FkB4S7VQBuh2C70qe,0,O,O,O,O,X,X,31,0,1,Pokémon-Icon_633
58,最遅,60,コノハナ,,13E0If0r5-F7bVPR62pu1mx8Ebr7CxUU_,0,X,X,X,X,X,O,0,0,0.9,Pokémon-Icon_274
57,最遅,59,ブロスター,,1B2LALayiw6Zzu3m33TIA3yHcdMB5Qq8b,0,O,O,O,O,X,X,0,0,0.9,Pokémon-Icon_693
57,準速,5,ゴンベ,,1M0HmycFKEkUWm3ROHLl36v0Z_UFqemvZ,0,X,X,X,X,X,O,31,252,1,Pokémon-Icon_446
56,最遅,58,カヌチャン,,1cvpKYGH8zJI5xKJmtdm-LZYu9x4Vg-7j,0,O,O,O,O,X,X,0,0,0.9,Pokémon-Icon_957
56,最遅,58,ジヘッド,,1ynT0f2beNLTeihKD-8UafQ93Dnz-vqAT,0,O,O,O,O,X,X,0,0,0.9,Pokémon-Icon_634
56,無振り,36,ホゲータ,,1oujfdN9ly81oPsA-LmsJDbrZ-eYPErhZ,0,O,O,O,O,X,X,31,0,1,Pokémon-Icon_909
56,無振り,36,デンヂムシ,,1nMbkLS7OlDHoAQNV0YIpJ7wPYX-zuN2B,0,X,X,X,X,X,O,31,0,1,Pokémon-Icon_737
55,最遅,57,ハリボーグ,,1tou42NznSpREbNR3wdYRlHehUmY7d231,0,O,X,X,X,X,X,0,0,0.9,Pokémon-Icon_651
55,最遅,57,ココガラ,,1y8EtNbjLxtib7eBZjtc7vwMAWkmROPir,0,O,O,O,O,X,X,0,0,0.9,Pokémon-Icon_821
55,最遅,57,キバゴ,,1F9tcb3t-lZiM9kI2Rbp6S_hWjEVICDVY,0,O,O,O,O,X,X,0,0,0.9,Pokémon-Icon_610
55,無振り,35,ヌオー,,1IDbC0zhWTOFtFE8z5PbZ4nSpLNA-ZpTN,0,O,X,X,X,X,X,31,0,1,Pokémon-Icon_195
55,無振り,35,グルトン,,1u-5NMiZIjw2LtDDCv7PbfDypiw70V_kR,0,O,O,O,O,X,X,31,0,1,Pokémon-Icon_915
55,無振り,35,ワナイダー,,1BN8RVdWMXszWJYEUnxvVRhWavN8ljai_,0,O,O,O,O,X,X,31,0,1,Pokémon-Icon_918
55,無振り,35,コフキムシ,,1RDNtfcbIs9WULAQPneoxWptsQLtnltx0,0,O,O,O,O,X,X,31,0,1,Pokémon-Icon_664
55,無振り,35,メリープ,,102PXVsCX-VmrtHja32xfo1HrfxBqViKR,0,O,O,O,O,X,X,31,0,1,Pokémon-Icon_179
55,無振り,35,キノココ,,1bfbjmEbRESdQ7cHMCpi49G9005czM0IA,0,O,O,O,O,X,X,31,0,1,Pokémon-Icon_285
55,無振り,35,ジオヅム,,1cnwt6JgKzNJKkadGFOQm2u2a4z7DVkbg,0,O,O,O,O,X,X,31,0,1,Pokémon-Icon_933
55,無振り,35,キョジオーン,,19y-M_g2Ky-LQFgC2Rn4dyL0hxUD0ac_u,0,O,O,O,O,X,X,31,0,1,Pokémon-Icon_934
55,無振り,35,ドンメル,,1pbN7PXDeSutP3b5yoWtqnGz_Xz54QOTT,0,O,O,O,O,X,X,31,0,1,Pokémon-Icon_322
55,無振り,35,カルボウ,,1Hr6PVj6FBcd1gaz8N78o13C8TbwoTws0,0,O,O,O,O,X,X,31,0,1,Pokémon-Icon_935
55,無振り,35,カリキリ,,10K6VlS0ZGVNcvwXeVpJL1sfha8E7xjmE,0,O,O,O,O,X,X,31,0,1,Pokémon-Icon_753
55,無振り,35,サボネア,,1e-ogIafSVR8UinSZAg61BWqpL8DIKdjA,0,O,O,O,O,X,X,31,0,1,Pokémon-Icon_331
55,無振り,35,バンバドロ,,1KwJjAuvc-ad_wdZYSd2mjA9HLKTy-0AR,0,O,O,O,O,X,X,31,0,1,Pokémon-Icon_750
55,無振り,35,ミカルゲ,,11rX28t97_7lN0z3T5Tht8cf-6oLJ9h1V,0,O,O,O,O,X,X,31,0,1,Pokémon-Icon_442
55,無振り,35,シロデスナ,,1UO2EViPUnT84bW8inCLrzGcrw79vG7G2,0,O,O,O,O,X,X,31,0,1,Pokémon-Icon_770
55,無振り,35,ドヒドイデ,,1ZO1K0lsM6bGY6gXPJEGQmy-GMzHiXvKN,0,O,O,O,O,X,X,31,0,1,Pokémon-Icon_748
55,無振り,35,ヘイラッシャ,,1JgeHULzfxcTiM2lQ6msnNYYqLG4hKrRW,0,O,O,O,O,X,X,31,0,1,Pokémon-Icon_977
#N/A,無振り,#N/A,ゴローン,,#N/A,0,X,X,X,X,X,O,31,0,1,#N/A
55,無振り,35,ゴビット,,14a5yCHRDmVEsUN0BIBl3vAua27wE8G-7,0,X,X,X,X,X,O,31,0,1,Pokémon-Icon_622
55,無振り,35,ポチエナ,,1owWspq3fDgJLOMBUnIZZBAAYHXtHj9nA,0,X,X,X,X,X,O,31,0,1,Pokémon-Icon_261
55,無振り,35,ヘイガニ,,1YRMNJHoKIf1xxarfHah7b3o1MZCP6P8T,0,X,X,X,X,X,O,31,0,1,Pokémon-Icon_341
54,最遅,55,ガーディ(ヒスイのすがた),,1-TGvDVJ-9q2kjtBvYp7HTZ5owNEi_8yp,0,O,X,X,X,X,X,0,0,0.9,Pokémon-Icon_058a
54,最遅,55,ハピナス,,1aRrDZQpMT4aUmXq2SsR5m4sr6on20AbE,0,O,O,O,O,X,X,0,0,0.9,Pokémon-Icon_242
54,最遅,55,コダック,,1DPzZBKDsPPf3CA4iqPShoBtCn57Uu0q_,0,O,O,O,O,X,X,0,0,0.9,Pokémon-Icon_054
54,最遅,55,デンリュウ,,1BINsjbh94mmJcC9wh8wrYG6F3NSkq8Xi,0,O,O,O,O,X,X,0,0,0.9,Pokémon-Icon_181
54,最遅,55,マルノーム,,1ZSMbENGJ-BIDJJuwljOR9f5GLlFUGhfr,0,O,O,O,O,X,X,0,0,0.9,Pokémon-Icon_317
54,最遅,55,イーブイ,,16w6_022P3VcJEWDwatIk8dPp-yNt7MNY,0,O,O,O,O,O,X,0,0,0.9,Pokémon-Icon_133
54,最遅,55,ノココッチ(ふたふしフォルム),,1i7ZtyP6aawdRJ1ZCNZ5jsxB0ujoijH7p,0,O,O,O,O,X,X,0,0,0.9,Pokémon-Icon_982
54,最遅,55,ノココッチ(みつふしフォルム),,1K-bFM0WnP298psJZDSn_zvcGeoWfuTpw,0,O,O,O,O,X,X,0,0,0.9,Pokémon-Icon_982a
54,最遅,55,リングマ,,1QOh-P-JqY4YSdUsZypXpEuWCo4npZEEp,0,O,O,O,O,X,X,0,0,0.9,Pokémon-Icon_217
54,最遅,55,ゴチミル,,1KhlZk40o9gU4qzneNJvnHL4ZD8gd2ty2,0,O,O,O,O,X,X,0,0,0.9,Pokémon-Icon_575
54,最遅,55,ノクタス,,1_CJWrKqv_Z98hQQqyzEqoeWXvPXoGHVW,0,O,O,O,O,X,X,0,0,0.9,Pokémon-Icon_332
54,最遅,55,オンバット,,1NSUUVm9SwOKl-otyusBjKx5WMMumcJqs,0,O,O,O,O,X,X,0,0,0.9,Pokémon-Icon_714
54,最遅,55,アラブルタケ,,1PmswfcdIxunMqyAo1EyjKxdqM7C9xjl5,0,O,O,O,X,X,X,0,0,0.9,Pokémon-Icon_986
54,最遅,55,セビエ,,1Ij7sCSQldoTHBKaw0BDie47fq5XhX1d6,0,O,O,O,O,X,X,0,0,0.9,Pokémon-Icon_996
54,無振り,34,ボチ,,16GIDQXrw0TawakaZCs3S8irVL9iHJzIG,0,O,O,O,O,X,X,31,0,1,Pokémon-Icon_971
54,無振り,34,カラナクシ,,1K2n_1LbHuOHBoElRGt4pFg0BlsbpEjyj,0,O,O,O,O,X,X,31,0,1,Pokémon-Icon_422
54,無振り,34,マホミル,,1yhZo3O2bM_MAa6vbHcWlKHq0m95kBAyb,0,X,X,X,X,X,O,31,0,1,Pokémon-Icon_868
#N/A,最遅,#N/A,ナッシー,,#N/A,0,X,X,X,X,X,O,0,0,0.9,#N/A
54,最遅,55,ゴルーグ,,1gJYRS4DDwA4z4hA2p3NT9NsbzKDHDk9O,0,X,X,X,X,X,O,0,0,0.9,Pokémon-Icon_623
54,最遅,55,シザリガー,,1ExAHcvoG1snMsHZJnBXIeqwReBf46WOj,0,X,X,X,X,X,O,0,0,0.9,Pokémon-Icon_342
53,無振り,33,オリーニョ,,1lPmCiEAXBbUP6r28urr_cqTes1ta71Ta,0,O,O,O,O,X,X,31,0,1,Pokémon-Icon_929
53,無振り,33,ドータクン,,122YaRuRqKXsCLHCvsVZGZYQLpNaW0jaJ,0,O,O,O,O,X,X,31,0,1,Pokémon-Icon_437
52,無振り,32,アマカジ,,1k_P9pz49ESzPNNoDP2PT88ndRyDwEnZp,0,O,O,O,O,X,X,31,0,1,Pokémon-Icon_761
52,無振り,32,ヒポポタス,,1www9TyFYqe9GeeY92H0K-5IkykO69xWO,0,O,O,O,O,X,X,31,0,1,Pokémon-Icon_449
51,最遅,52,フクスロー,,1sZkWnbDdG70jOnhCQB1NmG1cO1ST0ImI,0,O,X,X,X,X,X,0,0,0.9,Pokémon-Icon_723
51,最遅,52,フラエッテ,,1Fq8Xeqa3zsMnRpoKprv9vaP0nDNCu0-W,0,O,O,O,O,X,X,0,0,0.9,Pokémon-Icon_670
51,最遅,52,メェークル,,1r4mPaRl6POlAz6n2MPF6t2hdW3O68mNT,0,O,O,O,O,X,X,0,0,0.9,Pokémon-Icon_672
50,最遅,51,オラチフ,,1g_Ork1qR2GcYyfq1W03w-XFDeE8nLTjK,0,O,O,O,O,X,X,0,0,0.9,Pokémon-Icon_942
50,最遅,51,トロピウス,,1ruCFQcoEjRoAGzjuSAdexI-N0IAy1heO,0,O,O,O,O,X,X,0,0,0.9,Pokémon-Icon_357
50,最遅,51,サナギラス,,1ZbXuPIP6W341-VApZ4QGDd7tbVjIoAq7,0,O,O,O,O,X,X,0,0,0.9,Pokémon-Icon_247
50,無振り,30,ヤドラン(ガラルのすがた),,1ibA9dISIsX7nzHWHRxKz6wlcFOeJ6XNz,0,O,X,X,X,X,X,31,0,1,Pokémon-Icon_080a
50,無振り,30,ヤドキング(ガラルのすがた),,1arz11mqR6efs0HWkqflFWLUlqLMbLc87,0,O,X,X,X,X,X,31,0,1,Pokémon-Icon_199a
50,無振り,30,ブリザポス,,1lAx75x3nO8qtVSQdAMw3m1sMD2-gFd35,0,O,X,X,X,X,X,31,0,1,Pokémon-Icon_896
50,無振り,30,ヒマナッツ,,1ne1-_E5Oie3gubXCyQvVrg9QoPK4wo7R,0,O,O,O,O,X,X,31,0,1,Pokémon-Icon_191
50,無振り,30,キマワリ,,1czOLDGFBxm_LJCCvCYs3C2KQ2m1dUAju,0,O,O,O,O,X,X,31,0,1,Pokémon-Icon_192
50,無振り,30,ピンプク,,1HzShRc82Gd64YYDI5CJ85Ybqrbi0YFYA,0,O,O,O,O,X,X,31,0,1,Pokémon-Icon_440
50,無振り,30,ナマケロ,,16_nL4H_ZcsEyCpvX8T5rGKiJHJdDtCPP,0,O,O,O,O,X,X,31,0,1,Pokémon-Icon_287
50,無振り,30,ミニーブ,,1_dE8uydiSOI4cswoITJ8DAaUU1aqDuLg,0,O,O,O,O,X,X,31,0,1,Pokémon-Icon_928
50,無振り,30,ウソッキー,,1vMxKOsPTRexbEJZgsST-NYZMIQmi2wGv,0,O,O,O,O,X,X,31,0,1,Pokémon-Icon_185
50,無振り,30,タンドン,,1O0PMvJO75ZPr5-So-oHg_eypK8FN9mdP,0,O,O,O,O,X,X,31,0,1,Pokémon-Icon_837
50,無振り,30,セキタンザン,,1fjz11rEGMRUW3pwXFiAKtKFOEXjOXq9J,0,O,O,O,O,X,X,31,0,1,Pokémon-Icon_839
50,無振り,30,チュリネ,,187dOTvpKa8LVch2G7WLMMaQIYRQOGAXi,0,O,O,O,O,X,X,31,0,1,Pokémon-Icon_548
50,無振り,30,タルップル,,1jEaU-9ESQR5EOh4dYhhNPohxC1nUnkOB,0,O,O,O,O,X,X,31,0,1,Pokémon-Icon_842
50,無振り,30,ダイオウドウ,,1VeMFSO_k2LF3mGOC7CZX9GR5CHuK9fY4,0,O,O,O,O,X,X,31,0,1,Pokémon-Icon_879
50,無振り,30,モロバレル,,19PXYoJRZfgvKlbBmcyGmbI8ZrG4zz9yg,0,O,O,O,O,X,X,31,0,1,Pokémon-Icon_591
50,無振り,30,シガロコ,,1MXPTI2R_MAdiU_z5_znu95ZE1JBsK8wC,0,O,O,O,O,X,X,31,0,1,Pokémon-Icon_953
#N/A,無振り,#N/A,ヤドラン,,#N/A,0,#N/A,,,,,X,31,0,1,#N/A
#N/A,無振り,#N/A,ヤドキング,,#N/A,0,#N/A,,,,,X,31,0,1,#N/A
50,無振り,30,クズモー,,1nM_6hMJ05ha-O58r1W4SDGv85yUtGhtO,0,O,O,O,O,X,X,31,0,1,Pokémon-Icon_690
50,無振り,30,タネボー,,1PXhddeEhYSrLrsfwcGbEYpU36DHNmX8n,0,X,X,X,X,X,O,31,0,1,Pokémon-Icon_273
50,無振り,30,ダンバル,,1M4gHdWPe1-cJZMQ5ZJC2mnjZ4s7nxeRb,0,X,X,X,X,X,O,31,0,1,Pokémon-Icon_374
50,無振り,30,ランクルス,,1QRWbH8JSylLO6G80j1w28bYR9jUKHsPv,0,X,X,X,X,X,O,31,0,1,Pokémon-Icon_579
50,無振り,30,ダブラン,,1Japv_QtMEJcWXA0qxTtqtOXWWwYS75S4,0,X,X,X,X,X,O,31,0,1,Pokémon-Icon_578
50,無振り,30,カビゴン,,1gVvB_yFKlmEVTgcAzk4Aj8j7npQ3t57s,0,X,X,X,X,X,O,31,0,1,Pokémon-Icon_143
49,最遅,50,ベトベトン(アローラのすがた),,15Us6gAabLboV5GDd5coU3PfF-HccFKTe,0,O,X,X,X,X,X,0,0,0.9,Pokémon-Icon_089a
49,最遅,50,メレシー,,1uNv4I7kbZv01rPCZ4hOa21acQHv4I7fI,0,O,X,X,X,X,X,0,0,0.9,Pokémon-Icon_703
49,最遅,50,ディアンシー,,1FRNckRVIhDVaeC-uPJJRwptaTRUiBWYq,0,X,X,X,X,X,X,0,0,0.9,Pokémon-Icon_719
49,最遅,50,ニャイキング,,1ZIVY35-7jSN_ZDLW7DR55GzH4XB1VwRE,0,O,X,X,X,X,X,0,0,0.9,Pokémon-Icon_863
49,最遅,50,ガチグマ,,1s0F2UxuMYy18Om_zKfc8ibJv0M0hlmpC,0,O,X,X,X,X,X,0,0,0.9,Pokémon-Icon_901
49,最遅,50,クワッス,,1spOn_57WGCJRISqgMiCW5vm_mK17JsPG,0,O,O,O,O,X,X,0,0,0.9,Pokémon-Icon_912
49,最遅,50,ハネッコ,,1cKOMMuY0OFcduFuW5egOd5aTTna_ynPH,0,O,O,O,O,X,X,0,0,0.9,Pokémon-Icon_187
49,最遅,50,ラッキー,,1GRTbYglHCNho5rwxSJwa6yFTld5lK0l3,0,O,O,O,O,X,X,0,0,0.9,Pokémon-Icon_113
49,最遅,50,マリルリ,,136nJ0QbeUzvD3JTuLqO78VI7WaRTSbuF,0,O,O,O,O,X,X,0,0,0.9,Pokémon-Icon_184
49,最遅,50,キルリア,,1xYxyGrVCl7d9ymk0cYnpHq4RMx7HYIiA,0,O,O,O,O,X,X,0,0,0.9,Pokémon-Icon_281
49,最遅,50,トロッゴン,,1XAOHIipfEoYKsYL7Koon9o5Q6bmcm-FD,0,O,O,O,O,X,X,0,0,0.9,Pokémon-Icon_838
49,最遅,50,ハリテヤマ,,1YLyT4EU9Od4NEqb6O6Gc9DLn2OTMnfJv,0,O,O,O,O,X,X,0,0,0.9,Pokémon-Icon_297
49,最遅,50,ドンファン,,1gYL_6BIC0qtwbgvcjqoFQDGRNcj3UDlM,0,O,O,O,O,X,X,0,0,0.9,Pokémon-Icon_232
49,最遅,50,グレッグル,,1ZnECgV7lb8VDSeapcfCCL1NG8Xjwg0fu,0,O,O,O,O,X,X,0,0,0.9,Pokémon-Icon_453
#N/A,最遅,#N/A,ベトベトン,,#N/A,0,#N/A,,,,,X,0,0,0.9,#N/A
49,最遅,50,チルット,,1f3vXmRLXpl7hGllO3fTF-r9cPWqy7_MT,0,O,O,O,O,X,X,0,0,0.9,Pokémon-Icon_333
49,最遅,50,ヤバチャ,,1mkpW82_YkzbpHuFH57YDVP_47-qUwdeI,0,O,O,O,O,X,X,0,0,0.9,Pokémon-Icon_854
49,最遅,50,カプサイジ,,1Wf1970WyHjQ8UL76tPB8xCCkRFfjlZPS,0,O,O,O,O,X,X,0,0,0.9,Pokémon-Icon_951
49,最遅,50,タツベイ,,1Viuzng5Cot3cSEGncRDSy7zpzT2rq7ZP,0,O,O,O,O,X,X,0,0,0.9,Pokémon-Icon_371
49,最遅,50,コモルー,,1UYOxw7H0gFlQSzaK0S4h97mbvdxRm6oX,0,O,O,O,O,X,X,0,0,0.9,Pokémon-Icon_372
49,最遅,50,ベロバー,,1QA3At6-yDtM4doRcWbOZxkaFIgtDZNuC,0,O,O,O,O,X,X,0,0,0.9,Pokémon-Icon_859
49,最遅,50,ヤミラミ,,1KlpDjyzQWAX0H50dGJSIoLzAoAvaY2-m,0,O,O,O,O,X,X,0,0,0.9,Pokémon-Icon_302
49,最遅,50,コオリッポ(アイスフェイス),,1bqlVkC9VzvSoQ-2pJyVLb0Y9x2Xy2O61,0,O,O,O,O,X,X,0,0,0.9,Pokémon-Icon_875
49,最遅,50,シビルドン,,1py6GX4qzqLQktnQBsgScVtvFfNHbdakP,0,O,O,O,O,X,X,0,0,0.9,Pokémon-Icon_604
49,最遅,50,ミニリュウ,,1KLJC4sFEb9Vx7bJUim8bn9Fst63hee9t,0,O,O,O,O,X,X,0,0,0.9,Pokémon-Icon_147
49,最遅,50,ツンベアー,,1sQVTo68onELyK7Sq6s5oklUR5S5qm9aC,0,O,O,O,O,X,X,0,0,0.9,Pokémon-Icon_614
49,最遅,50,ユキワラシ,,17rd_jg97QnEOZhq5G3aVcdvgmULJTReU,0,O,O,O,O,X,X,0,0,0.9,Pokémon-Icon_361
49,最遅,50,ドドゲザン,,1ugeV0Llz0nnO5FLjYJoZ45dzaYS4F9tC,0,O,O,O,O,X,X,0,0,0.9,Pokémon-Icon_983
49,最遅,50,テツノカイナ,,1UwmD9vxui58XkmLv5VV6n1zxmFx-xQQn,0,O,O,O,X,X,X,0,0,0.9,Pokémon-Icon_992
49,無振り,29,コフーライ,,116pgtbqxkAAVoZiekrI3GfCLDWIgAd80,0,O,O,O,O,X,X,31,0,1,Pokémon-Icon_665
49,無振り,29,ブリムオン,,1e9tdC5R0ExwoTeAPRRg4OSmPRiy-aDoM,0,O,O,O,O,X,X,31,0,1,Pokémon-Icon_858
49,最遅,50,メタング,,1JCyDFQckc8igJ4B9z8Gua64_5k4qRext,0,X,X,X,X,X,O,0,0,0.9,Pokémon-Icon_375
49,最遅,50,ウリムー,,1h1rCDCEM6F42VjgO7Rb0ruRDyl8oDfML,0,X,X,X,X,X,O,0,0,0.9,Pokémon-Icon_220
49,最遅,50,イノムー,,1ITH4FIcNyRZcDoI2Omh3G21qA0UYB6jK,0,X,X,X,X,X,O,0,0,0.9,Pokémon-Icon_221
48,最遅,49,アチゲータ,,1opP_ijLzYCtetszbIaLDmINljxN_7h9I,0,O,O,O,O,X,X,0,0,0.9,Pokémon-Icon_910
48,最遅,49,テブリム,,1Zb69doMhNZwwIlB8Q4CSpST820Btjdft,0,O,O,O,O,X,X,0,0,0.9,Pokémon-Icon_857
48,無振り,28,カチコール,,1K-Qq-YoWgZi13peNXNQ1Wci1HBUUKURn,0,O,O,O,O,X,X,31,0,1,Pokémon-Icon_712
#N/A,無振り,#N/A,クレベース,,#N/A,0,#N/A,,,,,X,31,0,1,#N/A
47,最遅,48,メタモン,,1_ctejA9EKwKfCJM849G1HtUjg-8COkCR,0,O,O,O,O,X,X,0,0,0.9,Pokémon-Icon_132
46,最遅,47,カバルドン,,1qJy2Tt9-a2v2udiIFz6-GRJHstsWglr4,0,O,O,O,O,X,X,0,0,0.9,Pokémon-Icon_450
46,最遅,47,ブロロン,,1Nb4VZR_MDw-qaq2pLZOyADljadFlYFz0,0,O,O,O,O,X,X,0,0,0.9,Pokémon-Icon_965
45,最遅,46,ラブトロス(れいじゅうフォルム),,1rkCqW_OboKdY-ZesT0QuRAByaZKO6ii3,0,O,X,X,X,X,X,0,0,0.9,Pokémon-Icon_905a
45,最遅,46,スナヘビ,,1GpTmEpSbdoYPDu2MaIEM65blQxs_flmg,0,O,O,O,O,X,X,0,0,0.9,Pokémon-Icon_843
45,最遅,45,ミジュマル,,11ef8IYiRp_tw_QHWNCAvxzoNEbP8d7Y3,0,O,X,X,X,X,X,0,0,0.9,Pokémon-Icon_501
45,最遅,45,マメバッタ,,1GLwe88xY-UlMsLMPYaokZ4ZkCw_-6X7_,0,O,O,O,O,X,X,0,0,0.9,Pokémon-Icon_919
45,最遅,45,ヤングース,,1G_M1eT43Ujrq7PY-JZ2k9A3hEfVn_sjf,0,O,O,O,O,X,X,0,0,0.9,Pokémon-Icon_734
45,最遅,45,デカグース,,1T5dAPhHI_OWCQuoAxxsW_rgbc8AcRel2,0,O,O,O,O,X,X,0,0,0.9,Pokémon-Icon_735
45,最遅,45,プクリン,,1DY2W9Gi2xyV2PtohHU6ZyGMvUiFcpMbo,0,O,O,O,O,X,X,0,0,0.9,Pokémon-Icon_040
45,最遅,45,コリンク,,1RiNpF-uW-G7OCZgd4NMYCMRyVpG5VkGf,0,O,O,O,O,X,X,0,0,0.9,Pokémon-Icon_403
45,最遅,45,モココ,,1HiJ-YvR6T2iAQ6G3lsjO-ZEpk7Cd7eGd,0,O,O,O,O,X,X,0,0,0.9,Pokémon-Icon_180
45,最遅,45,ズピカ,,1EyUnEoXfldcgtTgwqBFSNvpgF6TFX7yP,0,O,O,O,O,X,X,0,0,0.9,Pokémon-Icon_938
45,最遅,45,ハラバリー,,19NdIUK0Q5Lz9DOooqi9DzQHmU7ay2fOq,0,O,O,O,O,X,X,0,0,0.9,Pokémon-Icon_939
45,最遅,45,ノコッチ,,1n_BcPqdEfQ1ehTDz8UPUXxQjCaiFD8k7,0,O,O,O,O,X,X,0,0,0.9,Pokémon-Icon_206
45,最遅,45,コイル,,1KOkfAv8U7_eFycirIy0e-SH5BYKCPo3B,0,O,O,O,O,X,X,0,0,0.9,Pokémon-Icon_081
45,最遅,45,ゴチム,,1EGR_fRO24nKAJHR5SQMkfDuEsG-q4dZt,0,O,O,O,O,X,X,0,0,0.9,Pokémon-Icon_574
45,最遅,45,ラランテス,,15m--yvLVoMRdkYMpko4pRkY_XthWfkB-,0,O,O,O,O,X,X,0,0,0.9,Pokémon-Icon_754
45,最遅,45,ベラカス,,1il2uqOKe8ZBuZZU1BHg-j86R3W46kjsO,0,O,O,O,O,X,X,0,0,0.9,Pokémon-Icon_954
45,最遅,45,コンパン,,1hr0Bn3Q6rWP9m6B4FGJ8IcTitvIhwt0w,0,O,O,O,O,X,X,0,0,0.9,Pokémon-Icon_048
